_exported_at;_system_object_id;_id;_last_modified;oeu_nc_name#de-DE;oeu_nc_name#en-US;oeu_isler_name#de-DE;oeu_isler_name#en-US
"2023-05-25T10:42:53+02:00";"113346";"18702";"2023-03-28T12:10:56Z";"Schulhaus Lyssach : Erweiterung";"";"Schulhaus Lyssach : Erweiterung";"Lyssach School Building : Extension"
"2023-05-25T10:42:53+02:00";"113347";"18703";"2023-05-09T12:55:53Z";"H. F. Stoffel";"";"H. F. Stoffel";"H. F. Stoffel"
"2023-05-25T10:42:53+02:00";"113348";"18704";"2021-07-26T07:34:31Z";"Zuckerfabrik Aarberg AG : Dachschale auf Silo";"";"Zuckerfabrik Aarberg AG";"Aarberg AG Sugar Factory"
"2023-05-25T10:42:53+02:00";"113349";"18705";"2023-03-28T12:10:56Z";"Holländisches Baukonsortium";"";"Holländisches Baukonsortium";"Dutch Building Consortium"
"2023-05-25T10:42:53+02:00";"113350";"18706";"2023-03-28T12:10:56Z";"Glüherei Wilfart AG";"";"Glüherei Wilfart AG";"Glüherei Wilfart AG"
"2023-05-25T10:42:53+02:00";"113351";"18707";"2023-03-28T12:10:56Z";"Milchbars an Autobahnen";"";"Milchbars an Autobahnen";"Milk Bars on Highways"
"2023-05-25T10:42:53+02:00";"113352";"18708";"2023-05-03T11:40:48Z";"Lagerhallen Vélizy : 1. und 2. Etappe";"";"Lagerhallen Vélizy : 1. und 2. Etappe";"Warehouses Vélizy : 1st and 2nd Stage"
"2023-05-25T10:42:53+02:00";"113353";"18709";"2023-05-03T09:50:10Z";"Riyadh-Qassim : Wasser-Reservoir : Wassertank";"";"Riyadh-Qassim : Wasser-Reservoir : Wassertank";"Riyadh-Qassim : Water Reservoir : Water Tank"
"2023-05-25T10:42:53+02:00";"113354";"18710";"2023-03-15T13:18:14Z";"Geser Fahrzeugbau AG";"";"Geser Fahrzeugbau AG";"Geser Vehicle Construction AG"
"2023-05-25T10:42:53+02:00";"113355";"18711";"2023-03-28T12:10:56Z";"Schweizerische Bundesbahnen SBB : Reparaturhalle Olten";"";"Schweizerische Bundesbahnen SBB : Reparaturhalle Olten";"Swiss Federal Railways SBB : Olten Repair Hall"
"2023-05-25T10:42:53+02:00";"113356";"18712";"2021-07-22T13:11:18Z";"Gartencenter Wyss Soehne AG : Ausstellungspavillon";"";"Gartencenter Wyss Zuchwil: Ausstellungspavillon";"Garden Centre Wyss Zuchwil: Exhibition Pavilion"
"2023-05-25T10:42:53+02:00";"113357";"18713";"2023-05-02T13:49:38Z";"Talhofgarage Lörtscher";"";"Talhofgarage Lörtscher";"Talhof Garage Lörtscher"
"2023-05-25T10:42:53+02:00";"113358";"18714";"2023-03-28T12:10:56Z";"Sekundarschulrat Meer : Stützmauer";"";"Sekundarschulrat Meer : Stützmauer";"Secondary School Board Sea : Retaining Wall"
"2023-05-25T10:42:53+02:00";"113359";"18715";"2023-03-28T12:10:56Z";"Wohnsiedlung Egeli";"";"Wohnsiedlung Egeli";"Egeli Housing Estate"
"2023-05-25T10:42:53+02:00";"113360";"18716";"2023-03-28T12:10:56Z";"Einfamilienhaus Ruch";"";"Einfamilienhaus Ruch";"Single Family House Ruch"
"2023-05-25T10:42:53+02:00";"113361";"18717";"2023-04-05T12:28:35Z";"Autohaus Paschke";"";"Autohaus Paschke";"Car Dealership Paschke"
"2023-05-25T10:42:53+02:00";"113362";"18718";"2023-05-03T08:20:23Z";"Möbelzentrum : Transit 2";"";"Möbelzentrum : Transit 2";"Furniture Center : Transit 2"
"2023-05-25T10:42:53+02:00";"113363";"18719";"2023-03-28T12:10:56Z";"Hugo Jeker";"";"Hugo Jeker";"Hugo Jeker"
"2023-05-25T10:42:53+02:00";"113364";"18720";"2023-05-09T10:30:53Z";"Maschinenfabrik : Neubau";"";"Maschinenfabrik : Neubau";"Machine Factory : New Building"
"2023-05-25T10:42:53+02:00";"113365";"18721";"2023-03-28T12:10:56Z";"Passo SA";"";"Passo SA";"Passo SA"
"2023-05-25T10:42:53+02:00";"113366";"18722";"2023-02-24T17:15:49Z";"MIgros Burgdorf : Umbau";"";"Migros Burgdorf : Umbau";"Migros Burgdorf : Renovation"
"2023-05-25T10:42:53+02:00";"113367";"18723";"2021-09-17T09:27:41Z";"Gartenkuppel (Reparatur)";"";"Gartenkuppel (Reparatur)";"Garden Dome (Repair)"
"2023-05-25T10:42:53+02:00";"113368";"18724";"2023-05-02T16:38:04Z";"Schweizerische Kreditanstalt SKA : Hallenschwimmad";"";"Schweizerische Kreditanstalt SKA : Hallenschwimmad";"Schweizerische Kreditanstalt SKA : Indoor Swimming Pool"
"2023-05-25T10:42:53+02:00";"113369";"18725";"2023-03-28T12:10:56Z";"Mehrzweckhalle Grenchen";"";"Mehrzweckhalle Grenchen";"Multipurpose Hall in Grenchen"
"2023-05-25T10:42:53+02:00";"113370";"18726";"2023-04-05T11:43:17Z";"Autotransporte Bachmann";"";"Autotransporte Bachmann";"Car Transport Bachmann"
"2023-05-25T10:42:53+02:00";"113371";"18727";"2023-03-28T12:10:56Z";"Patentamt Kollegger : Patentanmeldung: P 3723’629.6-26 Deutsch";"";"Patentamt Kollegger : Patentanmeldung: P 3723’629.6-26 Deutsch";"Patent Office Kollegger : Patent Registration: P 3723'629.6-26 German"
"2023-05-25T10:42:53+02:00";"113372";"18728";"2023-03-28T12:10:56Z";"Bauisolationen F. Kilcher AG : Fabrikationshallen";"";"Bauisolationen F. Kilcher AG : Fabrikationshallen";"Building Insulation F. Kilcher AG : Manufacturing Halls"
"2023-05-25T10:42:53+02:00";"113373";"18729";"2023-05-02T15:05:18Z";"Objekt im Raume Liestal";"";"Objekt im Raume Liestal";"Object in the Liestal Area"
"2023-05-25T10:42:53+02:00";"113374";"18730";"2023-03-28T12:10:56Z";"Produktions- und Lagerhalle in Dagmarsellen";"";"Produktions- und Lagerhalle in Dagmarsellen";"Production and Storage Hall in Dagmarsellen"
"2023-05-25T10:42:53+02:00";"113375";"18731";"2023-03-28T12:10:56Z";"Agie SA : Maschinenfabrik : Hauptgebäude : Neubau";"";"Agie SA : Maschinenfabrik : Hauptgebäude";"Agie SA: Machine Factory: Main Building"
"2023-05-25T10:42:53+02:00";"113376";"18732";"2023-03-28T12:10:56Z";"Schalen in Bern";"";"Schalen in Bern";"Shells in Bern"
"2023-05-25T10:42:53+02:00";"113377";"18733";"2023-03-28T12:10:56Z";"Hotel Alpina : Kongresszentrum, Schwimmhalle und Eiskunsthalle";"";"Hotel Alpina : Kongresszentrum, Schwimmhalle und Eiskunsthalle";"Hotel Alpina : Congress Center, Swimming Pool and Ice Art Hall"
"2023-05-25T10:42:53+02:00";"113378";"18734";"2023-04-05T12:31:06Z";"Autohallen und Rasthaus";"";"Autohallen und Rasthaus";"Car Dealerships and Roadhouse"
"2023-05-25T10:42:53+02:00";"113379";"18735";"2023-03-28T12:10:56Z";"Rud. Flückiger : Garagenneubau";"";"Rud. Flückiger : Garagenneubau";"Rud. Flückiger : New Garage Construction"
"2023-05-25T10:42:53+02:00";"113380";"18736";"2023-05-02T10:40:42Z";"Architekt R. Kesseler : Arbeitshallen";"";"Architekt R. Kesseler : Arbeitshallen";"Architect R. Kesseler : Work Halls"
"2023-05-25T10:42:53+02:00";"113381";"18737";"2023-04-03T11:28:08Z";"BTA Franco Mutti";"";"BTA Franco Mutti";"BTA Franco Mutti"
"2023-05-25T10:42:53+02:00";"113382";"18738";"2023-03-28T12:10:56Z";"Zentrum (Shopping-Center) Spreitenbach : Überdeckung Ladenstrasse";"";"Zentrum (Shopping-Center) Spreitenbach : Überdeckung Ladenstrasse";"Center (Shopping Center) Spreitenbach : Covering the Shopping Street"
"2023-05-25T10:42:53+02:00";"113383";"18739";"2023-05-13T11:54:01Z";"Metallwarenfabrik F. J. Keller + Co. : Neubau";"";"Metallwarenfabrik F. J. Keller + Co. : Neubau";"Metal Goods Factory F. J. Keller + Co. : New Building"
"2023-05-25T10:42:53+02:00";"113384";"18740";"2023-05-02T15:39:06Z";"Geisse + Zimmermann";"";"Geisse + Zimmermann";"Geisse + Zimmermann"
"2023-05-25T10:42:53+02:00";"113385";"18741";"2023-05-02T10:13:33Z";"Bauvorhaben Kodak";"";"Bauvorhaben Kodak";"Construction Project Kodak"
"2023-05-25T10:42:53+02:00";"113386";"18742";"2023-05-03T10:36:29Z";"Dir. Trost Go & Si";"";"Dir. Trost Go & Si";"Dir. Trost Go & Si"
"2023-05-25T10:42:53+02:00";"113387";"18743";"2023-03-28T12:12:29Z";"Müller Autoreisen : Einstellhalle : Neubau";"";"Müller Autoreisen : Einstellhalle : Neubau";"Müller Autoreisen : Parking Garage : New Building"
"2023-05-25T10:42:53+02:00";"113388";"18744";"2023-04-03T14:25:53Z";"Bauunternehmen Albert Kohler & Sohn : Werkhof";"";"Bauunternehmen Albert Kohler & Sohn : Werkhof";"Construction Company Albert Kohler & Sohn : Work Yard"
"2023-05-25T10:42:53+02:00";"113389";"18745";"2023-05-02T07:54:33Z";"Vogelsanger, Schwarzenbach & Maurer";"";"Vogelsanger, Schwarzenbach & Maurer";"Vogelsanger, Schwarzenbach & Maurer"
"2023-05-25T10:42:53+02:00";"113390";"18746";"2023-03-28T12:12:29Z";"Fischer-Bau-Gruppe : Zentrallager";"";"Fischer-Bau-Gruppe : Zentrallager";"Fischer-Bau-Gruppe : Central Warehouse"
"2023-05-25T10:42:53+02:00";"113391";"18747";"2023-04-11T15:45:32Z";"Anwalt Beat Müller-Roulet : Empfehlungen bei Turn- und Sportamt der Stadt Zürich sowie Prefina GmbH";"";"Anwalt Beat Müller-Roulet : Empfehlungen bei Turn- und Sportamt der Stadt Zürich sowie Prefina GmbH";"Lawyer Beat Müller-Roulet : Recommendations From the Gymnastics and Sports Office of the City of Zurich and Prefina GmbH"
"2023-05-25T10:42:53+02:00";"113406";"18762";"2023-05-13T10:57:25Z";"Motel (Albergo) Losone: Abdeckungen";"";"Motel (Albergo) Losone : Abdeckungen";"Motel (Albergo) Losone : Covers"
"2023-05-25T10:42:53+02:00";"113441";"18797";"2023-03-29T08:38:36Z";"Danzas : Speditionshalle : Neubau";"Danzas : Freight Forwarding Hall : New Building";"Danzas : Speditionshalle : Neubau";"Danzas : Shipping Hall"
"2023-05-25T10:42:53+02:00";"113444";"18800";"2023-03-28T12:12:29Z";"Compagnie Genevoise des Tramways Électriques CGTE : Depot La Jonction";"";"Compagnie Genevoise des Tramways Électriques CGTE : Depot La Jonction";"Compagnie Genevoise des Tramways Électriques CGTE : Depot La Jonction"
"2023-05-25T10:42:53+02:00";"113445";"18801";"2023-05-03T10:08:08Z";"Sportzentrum Richard-Bozon";"";"Sportzentrum Richard-Bozon";"Richard Bozon Sports Centre"
"2023-05-25T10:42:53+02:00";"113446";"18802";"2023-03-28T12:12:29Z";"Spanplattenwerk Gruber + Weber (heute Kronospan GmbH) : Zuschneidehalle : Neubau";"";"Spanplattenwerk Gruber + Weber (heute Kronospan GmbH) : Zuschneidehalle : Neubau";"Chipboard Plant Gruber + Weber (Today Kronospan Gmbh) : Cutting Hall"
"2023-05-25T10:42:53+02:00";"113447";"18803";"2023-04-05T13:20:29Z";"Autogarage Lanz (heute Touring Garage AG) : neuer Ausstellungspavillon";"";"Autogarage Lanz (heute Touring Garage AG) : neuer Ausstellungspavillon";"Car Garage Lanz (Today Touring Garage AG) : New Exhibition Pavilion"
"2023-05-25T10:42:53+02:00";"113448";"18804";"2023-05-02T14:49:18Z";"Fabrikhalle Mäder";"";"Fabrikhalle Mäder";"Factory Hall Mäder"
"2023-05-25T10:42:53+02:00";"113449";"18805";"2023-03-28T12:12:29Z";"Horst Mandel";"";"Horst Mandel";"Horst Mandel"
"2023-05-25T10:42:53+02:00";"113451";"18807";"2023-03-28T12:12:29Z";"Finanzministerium Teheran : Flughafen Teheran : Halle";"";"Finanzministerium Teheran : Flughafen Teheran : Halle";"Ministry of Finance Tehran : Tehran Airport : Hall"
"2023-05-25T10:42:53+02:00";"113452";"18808";"2021-07-21T12:37:33Z";"Maschinenfabrik Alfred Güdel AG";"";"Maschinenfabrik Alfred Güdel AG";"Machine Factory Alfred Güdel AG"
"2023-05-25T10:42:53+02:00";"113453";"18809";"2023-04-11T15:46:59Z";"Anton Maier M. O. Industries : Wartehäuschen";"";"Anton Maier M. O. Industries : Wartehäuschen";"Anton Maier M. O. Industries : Bus Shelter"
"2023-05-25T10:42:53+02:00";"113454";"18810";"2023-03-28T12:12:29Z";"PBU Bauträger GmbH : Xaver Schmid : Autohaus";"";"PBU Bauträger GmbH : Xaver Schmid : Autohaus";"PBU Bauträger GmbH : Xaver Schmid : Car Dealership"
"2023-05-25T10:42:53+02:00";"113455";"18811";"2023-03-28T12:12:29Z";"Zivilschutz";"";"Zivilschutz";"Zivilschutz"
"2023-05-25T10:42:53+02:00";"113456";"18812";"2023-03-28T12:12:29Z";"Hallenbäder Typen";"";"Hallenbäder Typen";"Indoor Pools Types"
"2023-05-25T10:42:53+02:00";"113457";"18813";"2023-03-28T12:12:29Z";"Weberei Ganahl & Co. : Kranverlängerung";"";"Weberei Ganahl & Co. : Kranverlängerung";"Weaving Mill Ganahl & Co. : Crane Extension"
"2023-05-25T10:42:53+02:00";"113459";"18815";"2023-03-28T12:12:29Z";"Einkaufsorganisation des Schweizerischen Auto- und Motorfahrzeuggewerbes ESA : Filiale in St Gallen";"";"Einkaufsorganisation des Schweizerischen Auto- und Motorfahrzeuggewerbes ESA : Filiale in St Gallen";"Purchasing Organization of the Swiss Auto and Motor Vehicle Trade ESA : Branch in St Gallen"
"2023-05-25T10:42:53+02:00";"113460";"18816";"2023-05-02T16:20:59Z";"Theater and Sport Village";"";"Theater- und Sportdorf";"Theater and Sport Village"
"2023-05-25T10:42:53+02:00";"113461";"18817";"2023-03-28T12:12:29Z";"Kunz Lyssach (Automobile Kunz ?)";"";"Kunz Lyssach (Automobile Kunz ?)";"Kunz Lyssach (Automobile Kunz?)"
"2023-05-25T10:42:53+02:00";"113462";"18818";"2023-04-04T08:37:10Z";"Basler Stückfärberei AG : Polyesterfabrikation : Neubau";"";"Basler Stückfärberei AG : Polyesterfabrikation : Neubau";"Basler Stückfärberei AG : Polyester Production : New Building"
"2023-05-25T10:42:53+02:00";"113463";"18819";"2023-05-02T10:14:02Z";"Bauvorhaben im Raum Olten";"";"Bauvorhaben im Raum Olten";"Construction Projects in the Olten Area"
"2023-05-25T10:42:53+02:00";"113464";"18820";"2023-03-28T12:12:29Z";"Lagerhallen Vélizy : Umbau";"";"Lagerhallen Vélizy : Umbau";"Vélizy Warehouses : Renovation"
"2023-05-25T10:42:53+02:00";"113465";"18821";"2023-04-11T20:34:56Z";"Aktengestell aus Holz";"";"Aktengestell aus Holz";"File Rack Made of Wood"
"2023-05-25T10:42:53+02:00";"113466";"18822";"2023-03-28T12:12:29Z";"Bowling Halle Broadland Sports Village";"";"Bowling Halle Broadland Sports Village Norwich";"Bowling Hall Broadland Sports Village Norwich"
"2023-05-25T10:42:53+02:00";"113467";"18823";"2023-03-28T12:12:29Z";"Truck AG : Neubau";"";"Truck AG : Neubau";"Truck AG : New Building"
"2023-05-25T10:42:53+02:00";"113468";"18824";"2023-03-28T12:12:29Z";"Präzisa Spörl & Co.";"";"Präzisa Spörl & Co.";"Präzisa Spörl & Co."
"2023-05-25T10:42:53+02:00";"113469";"18825";"2021-07-27T07:38:46Z";"Tonwaren- und Porzellanfabrik Rössler AG : Sechsfamilienhaus";"";"Tonwaren- und Porzellanfabrik Rössler AG: Sechsfamilienhaus";"Pottery and Porcelain Factory Rössler AG: Six-Family House"
"2023-05-25T10:42:53+02:00";"113470";"18826";"2023-03-28T12:12:29Z";"Jura Garage";"";"Jura Garage";"Jura Garage"
"2023-05-25T10:42:53+02:00";"113471";"18827";"2021-07-27T07:49:50Z";"VLG / BSG Lyssach";"";"VLG / BSG Lyssach";"VLG / BSG Lyssach"
"2023-05-25T10:42:53+02:00";"113473";"18829";"2023-03-28T12:12:29Z";"Immobilien + Architektur : N. Petrov : Werkstatthallen";"";"Immobilien + Architektur : N. Petrov : Werkstatthallen";"Real Estate + Architecture : N. Petrov : Workshop Halls"
"2023-05-25T10:42:53+02:00";"113474";"18830";"2023-05-02T13:47:36Z";"Trauffer : Hallenerweiterung";"";"Trauffer : Hallenerweiterung";"Trauffer : Hall Expansion"
"2023-05-25T10:42:53+02:00";"113475";"18831";"2023-03-28T12:12:29Z";"Flugplatz Hobart Barracks : Helikopter-Abstell- und Wartungshalle";"";"Flugplatz Hobart Barracks : Helikopter-Abstell- und Wartungshalle";"Hobart Barracks Airport : Helicopter Storage and Maintenance Hangar"
"2023-05-25T10:42:53+02:00";"113476";"18832";"2023-03-28T12:12:29Z";"Flughafen Zürich : 3. Etappe : Einstellhalle";"";"Flughafen Zürich : 3. Etappe : Einstellhalle";"Zurich Airport : 3rd Stage : Parking Garage"
"2023-05-25T10:42:53+02:00";"113477";"18833";"2023-05-03T09:58:19Z";"Hans Rudolf Ganz : Vorspannysteme Losinger VSL : Dome";"";"Hans Rudolf Ganz : Vorspannysteme Losinger VSL : Dome";"Hans Rudolf Ganz : Prestressing Systems Losinger VSL : Dome"
"2023-05-25T10:42:53+02:00";"113478";"18834";"2023-05-02T17:15:05Z";"BLS (Bern-Lötschberg-Simplon-Bahn), Bahnhof : Perrondächer";"";"BLS (Bern-Lötschberg-Simplon-Bahn), Bahnhof : Perrondächer";"BLS (Bern-Lötschberg-Simplon-Bahn), Train Station : Platform Roofs"
"2023-05-25T10:42:53+02:00";"113479";"18835";"2023-05-12T07:12:59Z";"Hotel Splendide Royal (Albergo Splendide) : Hallenbad";"";"Hotel Splendid Royal (Albergo Splendide) : Hallenbad";"Hotel Splendid Royal (Albergo Splendide) : Indoor Pool"
"2023-05-25T10:42:53+02:00";"113480";"18836";"2023-04-05T13:23:18Z";"Autogarage Lanz (heute Touring Garage AG) : Ausstellungshalle";"";"Autogarage Lanz (heute Touring Garage AG) : Ausstellungshalle";"Car Garage Lanz (Today Touring Garage AG) : Exhibition Hall"
"2023-05-25T10:42:53+02:00";"113481";"18837";"2023-04-05T13:13:18Z";"Autogarage M. Mägli : Auto-Reperaturwerkstätte";"";"Autogarage M. Mägli : Auto-Reperaturwerkstätte";"Car Garage M. Mägli : Auto Repair Shop"
"2023-05-25T10:42:53+02:00";"113482";"18838";"2021-07-26T07:31:57Z";"Wynigenstrasse Burgdorf : Linksabbieger, Trottoir";"";"Wynigenstrasse Burgdorf";"Wynigenstrasse Burgdorf"
"2023-05-25T10:42:53+02:00";"113483";"18839";"2023-03-28T12:12:29Z";"Standard Telephon und Telegraphen AG : Produktionshalle :";"";"Standard Telephon und Telegraphen AG : Produktionshalle";"Standard Telephone and Telegraph AG : Production Hall"
"2023-05-25T10:42:53+02:00";"113484";"18840";"2023-03-28T12:12:29Z";"Papierfabrik";"";"Papierfabrik";"Paper Mill"
"2023-05-25T10:42:53+02:00";"113485";"18841";"2023-03-28T12:12:29Z";"Fröhlich Bau AG : Hallenbauten";"";"Fröhlich Bau AG : Hallenbauten";"Fröhlich Bau AG : Hall Structures"
"2023-05-25T10:42:53+02:00";"113486";"18842";"2021-10-15T17:03:07Z";"Thurbrücke (Weinlandbrücke)";"";"Thurbrücke (Weinlandbrücke)";"Thurbrücke (Weinlandbrücke)"
"2023-05-25T10:42:53+02:00";"113487";"18843";"2023-03-28T12:12:29Z";"Salis & Braunstein : Werkstätten : Neubau";"";"Salis & Braunstein : Werkstätten : Neubau";"Salis & Braunstein : Workshops : New Building"
"2023-05-25T10:42:53+02:00";"113488";"18844";"2023-03-28T12:12:29Z";"Isolierglas Trösch AG : Fabrik : Neubau";"";"Isolierglas Trösch AG : Fabrik : Neubau";"Isolierglas Trösch AG : Factory"
"2023-05-25T10:42:53+02:00";"113489";"18845";"2023-03-28T12:12:29Z";"Käsegeschäft von Mühlenen : Neubau";"";"Käsegeschäft von Mühlenen : Neubau";"Mühlenen Cheese Shop : New Building"
"2023-05-25T10:42:53+02:00";"113490";"18846";"2023-03-29T08:44:11Z";"Danzas : Speditionshalle : Neubau";"";"Danzas : Speditionshalle : Neubau";"Danzas : Freight Forwarding Hall : New Building"
"2023-05-25T10:42:53+02:00";"113491";"18847";"2023-03-07T13:37:06Z";"Kaufhaus Frank (heute Penny Markt)";"";"Kaufhaus Frank (heute Penny Markt)";"Department Store Frank (Today Penny Markt)"
"2023-05-25T10:42:53+02:00";"113542";"18898";"2023-03-28T12:12:29Z";"G. Schumacher GmbH & Co. : Gartencenter";"";"G. Schumacher GmbH & Co. : Gartencenter";"G. Schumacher Gmbh & Co. : Garden Center"
"2023-05-25T10:42:53+02:00";"113543";"18899";"2023-05-03T09:07:51Z";"Paul Scherrer Institut PSI : Synchrotron";"";"Paul Scherrer Institut PSI : Synchrotron";"Paul Scherrer Institute PSI : Synchrotron"
"2023-05-25T10:42:53+02:00";"113544";"18900";"2021-07-21T08:27:35Z";"Waschautomaten Miele AG";"";"Waschautomaten Miele AG";"Washing Machines Miele AG"
"2023-05-25T10:42:53+02:00";"113545";"18901";"2023-03-28T12:12:29Z";"IGZ Gewerbezentrum";"";"IGZ Gewerbezentrum";"IGZ Commercial Center"
"2023-05-25T10:42:53+02:00";"113546";"18902";"2021-07-22T14:52:27Z";"Cheminéebau Hans Greub AG";"";"Cheminéebau Hans Greub AG";"Fireplace Construction Hans Greub AG"
"2023-05-25T10:42:53+02:00";"113547";"18903";"2023-05-09T16:16:09Z";"Architekt Dr. Schade, zur Zeit Hotel Duc de Rohan, Chur : Hallenbau";"";"Architekt Dr. Schade, zur Zeit Hotel Duc de Rohan, Chur : Hallenbau";"Architect Dr. Schade, at the Moment Hotel Duc de Rohan, Chur : Hall Construction"
"2023-05-25T10:42:53+02:00";"113548";"18904";"2023-05-02T15:27:18Z";"Hr. Leuenberger : Lastwagen Einstellhalle";"";"Hr. Leuenberger : Lastwagen Einstellhalle";"Mr. Leuenberger : Truck Parking Garage"
"2023-05-25T10:42:53+02:00";"113549";"18905";"2023-03-28T12:12:29Z";"Bünzli AG Heizung, Sanitär, Lüftungen : Sanierung und Anhebung Schale";"";"Bünzli AG Heizung, Sanitär, Lüftungen : Sanierung und Anhebung Schale";"Bünzli AG Heating, Sanitary, Ventilation : Renovation and Raising Shell"
"2023-05-25T10:42:53+02:00";"113550";"18906";"2023-05-02T10:39:35Z";"Architekt Strasser : Hangar Belpmoos";"";"Architekt Strasser : Hangar Belpmoos";"Architect Strasser : Hangar Belpmoos"
"2023-05-25T10:42:53+02:00";"113551";"18907";"2023-04-05T09:06:12Z";"Autoüberdachung Dean";"";"Autoüberdachung Dean";"Car Cover Dean"
"2023-05-25T10:42:53+02:00";"113552";"18908";"2023-05-02T13:35:03Z";"W. Röttger";"";"W. Röttger";"W. Röttger"
"2023-05-25T10:42:53+02:00";"113553";"18909";"2023-03-28T12:12:29Z";"Weko Immobilien";"";"Weko Immobilien";"Weko Real Estate"
"2023-05-25T10:42:53+02:00";"113554";"18910";"2023-03-28T12:12:29Z";"Walter Vogt : Industriehalle";"";"Walter Vogt : Industriehalle";"Walter Vogt : Industrial Hall"
"2023-05-25T10:42:53+02:00";"113555";"18911";"2023-03-28T12:12:29Z";"Emmental–Burgdorf–Thun-Bahn EBT : Geschäfts- und Verwaltungsgebäude";"";"Emmental–Burgdorf–Thun-Bahn EBT : Geschäfts- und Verwaltungsgebäude";"Emmental – Burgdorf – Thun-Bahn EBT : Commercial and Administrative Building"
"2023-05-25T10:42:53+02:00";"113556";"18912";"2023-05-03T16:20:39Z";"Bubble : Sudan";"";"Bubble : Sudan";"Bubble : Sudan"
"2023-05-25T10:42:53+02:00";"113557";"18913";"2023-03-28T12:12:29Z";"Stiftung für das cerebral gelähmte Kind";"";"Stiftung für das cerebral gelähmte Kind";"Foundation for the Cerebrally Paralyzed Child"
"2023-05-25T10:42:53+02:00";"113558";"18914";"2023-03-28T12:12:29Z";"Mehrfamilienhaus K. Wehle : Mehrfamilienhaus";"";"Mehrfamilienhaus K. Wehle : Mehrfamilienhaus";"Multi-Family House K. Wehle : Multi-Family House"
"2023-05-25T10:42:53+02:00";"113559";"18915";"2023-05-02T09:15:54Z";"Farbwerke Höchst";"";"Farbwerke Höchst";"Inking Units Höchst"
"2023-05-25T10:42:53+02:00";"113560";"18916";"2023-05-23T07:47:01Z";"Druckerei Felizian Rauch";"";"Druckerei Felizian Rauch";"Printing Press Felizian Rauch"
"2023-05-25T10:42:53+02:00";"113561";"18917";"2023-03-28T12:12:29Z";"Wirz AG : Werkhoferweiterung";"";"Wirz AG : Werkhoferweiterung";"Wirz AG : Work Yard Expansion"
"2023-05-25T10:42:53+02:00";"113562";"18918";"2023-05-02T17:09:32Z";"Dr. Charles Marti : Sitzplatzanbau";"";"Dr. Charles Marti : Sitzplatzanbau";"Dr. Charles Marti : Seating Extension"
"2023-05-25T10:42:53+02:00";"113563";"18919";"2023-02-15T20:46:03Z";"Turmuhrenfabrik J.G. Baer AG";"";"Turmuhrenfabrik J.G. Baer AG";"Tower Clock Factory J.G. Baer AG"
"2023-05-25T10:42:53+02:00";"113564";"18920";"2023-03-28T12:12:29Z";"Squash- und Tenniscenter Bern";"";"Squash- und Tenniscenter Bern";"Squash and Tennis Center Bern"
"2023-05-25T10:42:53+02:00";"113565";"18921";"2023-03-28T12:12:29Z";"St. Thomas Mission : Kirche in Südafrika";"";"St. Thomas Mission : Kirche in Südafrika";"St. Thomas Mission : Church in South Africa"
"2023-05-25T10:42:53+02:00";"113566";"18922";"2023-05-02T15:04:41Z";"Autobusgaragen GFM";"";"Autobusgaragen GFM";"Bus Garages GFM"
"2023-05-25T10:42:53+02:00";"113567";"18923";"2023-05-02T17:17:33Z";"(Halb-)Ring aus Freiformschalen mit Minarettartigem Turm in der Mitte";"";"(Halb-)Ring aus Freiformschalen mit Minarettartigem Turm in der Mitte";"(Half) Ring of Free-Form Shells With a Minaret-Like Tower in the Middle"
"2023-05-25T10:42:53+02:00";"113569";"18925";"2023-03-28T12:12:29Z";"Hug & Co. AG, Schuhfabrik";"";"Hug & Co. AG, Schuhfabrik";"Hug & Co. AG, Shoe Factory"
"2023-05-25T10:42:53+02:00";"113570";"18926";"2023-05-03T16:21:15Z";"Bubble : SOCAP";"";"Bubble : SOCAP";"Bubble : SOCAP"
"2023-05-25T10:42:53+02:00";"113571";"18927";"2023-05-14T10:31:05Z";"Emballage AG";"";"Emballage AG";"Emballage AG"
"2023-05-25T10:42:53+02:00";"113572";"18928";"2023-03-28T12:12:29Z";"Schulhaus Zuzwil";"";"Schulhaus Zuzwil";"Schoolhouse in Zuzwil"
"2023-05-25T10:42:53+02:00";"113573";"18929";"2023-03-28T12:12:29Z";"Kunststofftreppe";"";"Kunststofftreppe";"Plastic Stairs"
"2023-05-25T10:42:53+02:00";"113574";"18930";"2023-03-28T12:12:29Z";"Migros-Genossenschaft Bern : Verkaufszentrum Tscharnergut";"";"Migros-Genossenschaft Bern : Verkaufszentrum Tscharnergut";"Migros Cooperative Bern : Tscharnergut Sales Center"
"2023-05-25T10:42:53+02:00";"113575";"18931";"2021-07-26T12:50:02Z";"Golf- und Expressgarage Dürst : Erweiterung";"";"VW-Garage Gebrüder Dürst Davos";"VW Garage Dürst Brothers Davos"
"2023-05-25T10:42:53+02:00";"113576";"18932";"2023-03-28T12:12:29Z";"US-Warenhaus : Lagerhallen : Neubau";"";"US-Warenhaus : Lagerhallen : Neubau";"Us Warehouse : Warehouses : New Construction"
"2023-05-25T10:42:53+02:00";"113577";"18933";"2021-07-26T07:30:24Z";"Wohnhaus Lüthi";"";"Wohnhaus Lüthi";"Residential Building Lüthi"
"2023-05-25T10:42:53+02:00";"113578";"18934";"2023-03-28T12:12:29Z";"Habermacher AG";"";"Habermacher AG";"Habermacher AG"
