"_system_object_id","_id","T_Chronologie","T_ChronologieDatMin","T_ChronologieDatMax","T_ChronologieTimespanFrom","T_ChronologieTimespanTo"
"112546","17902","undatiert [1960/1970]","01.01.1960","31.12.1970","1960","1970"
"112547","17903","Vorprojekt 1987","01.01.1987","31.12.1987","1987","1987"
"112548","17904","undatiert [1963/1967]","01.01.1963","31.12.1967","1963","1967"
"112549","17905","Vorprojekt 1996","01.01.1996","31.12.1996","1996","1996"
"112550","17906","Vorprojekt 1971","01.01.1971","31.12.1971","1971","1971"
"112551","17907","Anfrage 1968","01.01.1968","31.12.1968","1968","1968"
"112552","17908","Projekt 1976","01.01.1976","31.12.1976","1976","1976"
"112553","17909","Anfrage 1967","01.01.1967","31.12.1967","1967","1967"
"112554","17910","Vorprojekt 1960/1971","01.01.1960","31.12.1971","1960","1971"
"112555","17911","Anfrage 1965","01.01.1965","31.12.1965","1965","1965"
"112557","17913","Vorprojekt 1966","01.01.1966","31.12.1966","1966","1966"
"112558","17914","Vorprojekt 1995","01.01.1995","31.12.1995","1995","1995"
"112559","17915","Vorprojekt 1996","01.01.1996","31.12.1996","1996","1996"
"112560","17916","Vorprojekte oder Wettbewerb 1997/1999","01.01.1997","31.12.1999","1997","1999"
"112561","17917","Anfrage 1985/1992","01.01.1985","31.12.1992","1985","1992"
"112562","17918","Projekt 1963","01.01.1963","31.12.1963","1963","1963"
"112563","17919","datiert 1980/1981","01.01.1980","31.12.1981","1980","1981"
"112564","17920","Präqualifikation 1992; eingeladener Projektwettbewerb 1993: keine Auszeichnung","01.01.1992","31.12.1993","1992","1993"
"112565","17921","Vorprojekt vermutlich 1968","01.01.1968","31.12.1968","1968","1968"
"112566","17922","Vorprojekt 1970","01.01.1970","31.12.1970","1970","1970"
"112567","17923","Vorprojekt 1983","01.01.1983","31.12.1983","1983","1983"
"112569","17925","Projekt 1964","01.01.1964","31.12.1964","1964","1964"
"112571","17927","Modellmessung 1969","01.01.1969","31.12.1969","1969","1969"
"112573","17929","Anfrage 1977","01.01.1977","31.12.1977","1977","1977"
"112574","17930","Vorprojekt 1970","01.01.1970","31.12.1970","1970","1970"
"112575","17931","Anfrage 1968","01.01.1968","31.12.1968","1968","1968"
"112578","17934","undatiert [1960/1962]","01.01.1960","31.12.1962","1960","1962"
"112579","17935","Projekt 1965","01.01.1965","31.12.1965","1965","1965"
"112580","17936","Akquisition 1982","01.01.1982","31.12.1982","1982","1982"
"112581","17937","Anfrage 1970","01.01.1970","31.12.1970","1970","1970"
"112582","17938","Vorprojekt 1977","01.01.1977","31.12.1977","1977","1977"
"112584","17940","Anfrage 1962/1964","01.01.1962","31.12.1964","1962","1964"
"112585","17941","Vorprojekt 1992","01.01.1992","31.12.1992","1992","1992"
"112586","17942","Vorprojekt 1999","01.01.1999","31.12.1999","1999","1999"
"112587","17943","Vorprojekt 1970","01.01.1970","31.12.1970","1970","1970"
"112589","17945","Anfrage 1966","01.01.1966","31.12.1966","1966","1966"
"112590","17946","Vorschlag 1966","01.01.1966","31.12.1966","1966","1966"
"112591","17947","Vorprojekt 1970/1971","01.01.1970","31.12.1971","1970","1971"
"112644","18000","Vorprojekt 1983","01.01.1983","31.12.1983","1983","1983"
"112645","18001","Projekt 1977","01.01.1977","31.12.1977","1977","1977"
"112646","18002","Anfrage 1994","01.01.1994","31.12.1994","1994","1994"
"112647","18003","Vorprojekt 1955","01.01.1955","31.12.1955","1955","1955"
"112649","18005","Vorprojekt 1971","01.01.1971","31.12.1971","1971","1971"
"112650","18006","Anfrage 1969","01.01.1969","31.12.1969","1969","1969"
"112651","18007","Vorprojekt 1963","01.01.1963","31.12.1963","1963","1963"
"112652","18008","Vorprojekt 1983","01.01.1983","31.12.1983","1983","1983"
"112653","18009","Vorprojekt 1971","01.01.1971","31.12.1971","1971","1971"
"112654","18010","Vorprojekt 1989","01.01.1989","31.12.1989","1989","1989"
"112655","18011","Vorprojekt 1996","01.01.1996","31.12.1996","1996","1996"
"112656","18012","Projekt 1958","01.01.1958","31.12.1958","1958","1958"
"112657","18013","Vorprojekt 1966","01.01.1966","31.12.1966","1966","1966"
"112658","18014","Vorprojekte 1982","01.01.1982","31.12.1982","1982","1982"
"112659","18015","Vorschlag 1967","01.01.1967","31.12.1967","1967","1967"
"112660","18016","Vorprojekt 1981","01.01.1981","31.12.1981","1981","1981"
"112661","18017","Vorprojekt 1994","01.01.1994","31.12.1994","1994","1994"
"112662","18018","Vorprojekt 1968","01.01.1968","31.12.1968","1968","1968"
"112663","18019","datiert 1964","01.01.1964","31.12.1964","1964","1964"
"112665","18021","Anfrage 1990","01.01.1990","31.12.1990","1990","1990"
"112667","18023","Vorprojekt 1992/1993","01.01.1992","31.12.1993","1992","1993"
"112670","18026","Anfrage 1977","01.01.1977","31.12.1977","1977","1977"
"112671","18027","Anfrage 1981","01.01.1981","31.12.1981","1981","1981"
"112673","18029","Vorprojekt 1962","01.01.1962","31.12.1962","1962","1962"
"112674","18030","Anfrage 1970","01.01.1970","31.12.1970","1970","1970"
"112677","18033","Vorprojekt 1988","01.01.1988","31.12.1988","1988","1988"
"112678","18034","Anfrage 1967","01.01.1967","31.12.1967","1967","1967"
"112679","18035","Anfrage 1970","01.01.1970","31.12.1970","1970","1970"
"112680","18036","Anfrage 1968","01.01.1968","31.12.1968","1968","1968"
"112682","18038","Anfrage 1964","01.01.1964","31.12.1964","1964","1964"
"112683","18039","Anfrage 1968","01.01.1968","31.12.1968","1968","1968"
"112684","18040","Vorprojekt 1995","01.01.1995","31.12.1995","1995","1995"
"112685","18041","Vorprojekt 1983","01.01.1983","31.12.1983","1983","1983"
"112687","18043","Vorprojekt 1967","01.01.1967","31.12.1967","1967","1967"
"112688","18044","Anfrage 1969","01.01.1969","31.12.1969","1969","1969"
"112689","18045","Anfrage 1971","01.01.1971","31.12.1971","1971","1971"
"112743","18099","Wettbewerb 2001","01.01.2001","31.12.2001","2001","2001"
"112744","18100","Vorprojekt 1972","01.01.1972","31.12.1972","1972","1972"
"112745","18101","Anfrage 1995","01.01.1995","31.12.1995","1995","1995"
"112747","18103","Akquisition 1982","01.01.1982","31.12.1982","1982","1982"
"112749","18105","Akquisition 1968","01.01.1968","31.12.1968","1968","1968"
"112751","18107","Vorprojekt 1969","01.01.1969","31.12.1969","1969","1969"
"112752","18108","Vorprojekt 1971","01.01.1971","31.12.1971","1971","1971"
"112755","18111","Anfrage 1988","01.01.1988","31.12.1988","1988","1988"
"112756","18112","Anfrage 1969","01.01.1969","31.12.1969","1969","1969"
"112757","18113","Anfrage 1978","01.01.1978","31.12.1978","1978","1978"
"112758","18114","Projekt 1996/1999","01.01.1996","31.12.1999","1996","1999"
"112759","18115","Vorschlag 1969","01.01.1969","31.12.1969","1969","1969"
"112761","18117","Vorprojekt 1992/1995","01.01.1992","31.12.1995","1992","1995"
"112762","18118","Vorprojekt 12.1961/1.1962","01.12.1961","31.01.1962","1961-12-01","1962-01-31"
"112763","18119","Anfrage 1989","01.01.1989","31.12.1989","1989","1989"
"112764","18120","Vorprojekt 1970","01.01.1970","31.12.1970","1970","1970"
"112765","18121","Vorprojekt 1968","01.01.1968","31.12.1968","1968","1968"
"112766","18122","Vorprojekt 1965","01.01.1965","31.12.1965","1965","1965"
"112768","18124","Akquisition 2002","01.01.2002","31.12.2002","2002","2002"
"112769","18125","Studienauftrag 1975/1976","01.01.1975","31.12.1976","1975","1976"
"112770","18126","Vorprojekt 1966","01.01.1966","31.12.1966","1966","1966"
"112771","18127","datiert 1977","01.01.1977","31.12.1977","1977","1977"
"112772","18128","Vorprojekt 1977","01.01.1977","31.12.1977","1977","1977"
"112773","18129","Vorprojekt 1979","01.01.1979","31.12.1979","1979","1979"
"112774","18130","Vorprojekt 1968","01.01.1968","31.12.1968","1968","1968"
"112775","18131","Anfrage 1980","01.01.1980","31.12.1980","1980","1980"
"112776","18132","Notizen 1963/1964","01.01.1963","31.12.1964","1963","1964"
"112777","18133","Anfrage 1966","01.01.1966","31.12.1966","1966","1966"
"112778","18134","Vorprojekt 1967","01.01.1967","31.12.1967","1967","1967"
"112780","18136","Vorprojekt 1986","01.01.1986","31.12.1986","1986","1986"
"112782","18138","datiert 3.1969","01.03.1969","31.03.1969","1969-03-01","1969-03-31"
"112783","18139","Vorprojekt 1961","01.01.1961","31.12.1961","1961","1961"
"112785","18141","Anfrage 1974","01.01.1974","31.12.1974","1974","1974"
"112786","18142","Vorprojekt 1990","01.01.1990","31.12.1990","1990","1990"
"112787","18143","Vorprojekt 1969/1970","01.01.1969","31.12.1970","1969","1970"
"112788","18144","Vorprojekt 1968","01.01.1968","31.12.1968","1968","1968"
"112790","18146","Projekt 1.1973","01.01.1973","31.01.1973","1973-01-01","1973-01-31"
"112791","18147","Vorprojekt 1977","01.01.1977","31.12.1977","1977","1977"
"112842","18198","Anfrage 1966","01.01.1966","31.12.1966","1966","1966"
"112845","18201","Vorprojekt 1966/1967","01.01.1966","31.12.1967","1966","1967"
"112846","18202","Anfrage 1967","01.01.1967","31.12.1967","1967","1967"
"112847","18203","Vorprojekt 1976","01.01.1976","31.12.1976","1976","1976"
"112848","18204","Vorprojekt 1963","01.01.1963","31.12.1963","1963","1963"
"112850","18206","Vorprojekt 1982","01.01.1982","31.12.1982","1982","1982"
"112851","18207","Vorprojekt 1991","01.01.1991","31.12.1991","1991","1991"
"112852","18208","Anfrage 1989/1990","01.01.1989","31.12.1990","1989","1990"
"112853","18209","Anfrage 1966","01.01.1966","31.12.1966","1966","1966"
"112854","18210","Anfrage 1997","01.01.1997","31.12.1997","1997","1997"
"112855","18211","Vorprojekt 1967","01.01.1967","31.12.1967","1967","1967"
"112856","18212","Vorprojekt 1997","01.01.1997","31.12.1997","1997","1997"
"112857","18213","Projekt 1.1973","01.01.1973","31.01.1973","1973-01-01","1973-01-31"
"112859","18215","Vorprojekt 1964","01.01.1964","31.12.1964","1964","1964"
"112860","18216","Vorprojekt 1984","01.01.1984","31.12.1984","1984","1984"
"112861","18217","Projekt-Submission (Wettbewerb) 1969: «26726», aus preislichen Gründen im ersten Durchgang ausgeschieden","01.01.1969","31.12.1969","1969","1969"
"112863","18219","Vorprojekt 1967","01.01.1967","31.12.1967","1967","1967"
"112866","18222","Vorprojekt 1992/1993","01.01.1992","31.12.1993","1992","1993"
"112868","18224","Vorprojekt 1968","01.01.1968","31.12.1968","1968","1968"
"112869","18225","Artikel 1963","01.01.1963","31.12.1963","1963","1963"
"112870","18226","Vorschlag 1966","01.01.1966","31.12.1966","1966","1966"
"112871","18227","Vorprojekt 1997","01.01.1997","31.12.1997","1997","1997"
"112872","18228","Anfrage 1972","01.01.1972","31.12.1972","1972","1972"
"112873","18229","Projekt 1969/1970","01.01.1969","31.12.1970","1969","1970"
"112874","18230","Vorprojekt 1984","01.01.1984","31.12.1984","1984","1984"
"112875","18231","Vorprojekt 1966/1967","01.01.1966","31.12.1967","1966","1967"
"112876","18232","undatiert [1960/1976]","01.01.1960","31.12.1976","1960","1976"
"112877","18233","Vorprojekt 1982","01.01.1982","31.12.1982","1982","1982"
"112878","18234","Vorprojekt 1984","01.01.1984","31.12.1984","1984","1984"
"112879","18235","Anfrage 1969","01.01.1969","31.12.1969","1969","1969"
"112880","18236","Projekt 1966","01.01.1966","31.12.1966","1966","1966"
"112882","18238","Anfrage 1966","01.01.1966","31.12.1966","1966","1966"
"112883","18239","Anfrage 1972","01.01.1972","31.12.1972","1972","1972"
"112884","18240","[Vorschlag] 1967","01.01.1967","31.12.1967","1967","1967"
"112885","18241","Anfrage 1998","01.01.1998","31.12.1998","1998","1998"
"112886","18242","Anfrage 1980/1981","01.01.1980","31.12.1981","1980","1981"
"112887","18243","Vorprojekt 1999","01.01.1999","31.12.1999","1999","1999"
"112888","18244","Wettbewerb 2002","01.01.2002","31.12.2002","2002","2002"
"112889","18245","Vorprojekt 1965","01.01.1965","31.12.1965","1965","1965"
"112943","18299","Vorprojekt 1966","01.01.1966","31.12.1966","1966","1966"
"112944","18300","Vorprojekt 1975","01.01.1975","31.12.1975","1975","1975"
"112946","18302","Akquisition 1993","01.01.1993","31.12.1993","1993","1993"
"112947","18303","Anfrage 1962/1964","01.01.1962","31.12.1964","1962","1964"
"112948","18304","Vorprojekt 1964","01.01.1964","31.12.1964","1964","1964"
"112949","18305","Anfrage 1966/1967","01.01.1966","31.12.1967","1966","1967"
"112950","18306","Projekt 1976","01.01.1976","31.12.1976","1976","1976"
"112953","18309","Vorprojekt 1971; Projekt 1971","01.01.1971","31.12.1971","1971","1971"
"112954","18310","Anfrage 1995","01.01.1995","31.12.1995","1995","1995"
"112955","18311","Vorprojekt 1987","01.01.1987","31.12.1987","1987","1987"
"112956","18312","Vorprojekt 1994","01.01.1994","31.12.1994","1994","1994"
"112957","18313","Anfrage 1966/1967","01.01.1966","31.12.1967","1966","1967"
"112958","18314","Vorprojekt 1983","01.01.1983","31.12.1983","1983","1983"
"112959","18315","undatiert [1967]","01.01.1967","31.12.1967","1967","1967"
"112960","18316","Vorprojekt 1968","01.01.1968","31.12.1968","1968","1968"
"112961","18317","Projekt 1957","01.01.1957","31.12.1957","1957","1957"
"112965","18321","Projekt 1973","01.01.1973","31.12.1973","1973","1973"
"112966","18322","Vorprojekt 1969","01.01.1969","31.12.1969","1969","1969"
"112967","18323","Projekt 1967","01.01.1967","31.12.1967","1967","1967"
"112968","18324","Vorprojekt 1980","01.01.1980","31.12.1980","1980","1980"
"112971","18327","Projekt 1972","01.01.1972","31.12.1972","1972","1972"
"112972","18328","Vorprojekt 1969","01.01.1969","31.12.1969","1969","1969"
"112973","18329","Vorschlag 1966","01.01.1966","31.12.1966","1966","1966"
"112974","18330","Projekt 1981, nicht ausgeführt","01.01.1981","31.12.1981","1981","1981"
"112975","18331","Vorprojekt 1963","01.01.1963","31.12.1963","1963","1963"
"112976","18332","Anfrage 1971","01.01.1971","31.12.1971","1971","1971"
"112977","18333","Projekt 1982/1983","01.01.1982","31.12.1983","1982","1983"
"112978","18334","Vorprojekt 1976/1977","01.01.1976","31.12.1977","1976","1977"
"112979","18335","Vorprojekt 1969","01.01.1969","31.12.1969","1969","1969"
"112980","18336","Vorprojekt 1976","01.01.1976","31.12.1976","1976","1976"
"112981","18337","Vorprojekt 1972","01.01.1972","31.12.1972","1972","1972"
"112982","18338","Vorprojekt 1979","01.01.1979","31.12.1979","1979","1979"
"112983","18339","Anfrage 1993","01.01.1993","31.12.1993","1993","1993"
"112984","18340","Vorprojekt 1966","01.01.1966","31.12.1966","1966","1966"
"112985","18341","Vorprojekt 1971","01.01.1971","31.12.1971","1971","1971"
"112986","18342","Vorschlag 1964","01.01.1964","31.12.1964","1964","1964"
"112987","18343","Vorprojekt 1984/1986","01.01.1984","31.12.1986","1984","1986"
"112988","18344","Vorprojekt 1970","01.01.1970","31.12.1970","1970","1970"
"112989","18345","Projekt 1975","01.01.1975","31.12.1975","1975","1975"
"112990","18346","Anfrage 2000","01.01.2000","31.12.2000","2000","2000"
"113042","18398","Anfrage 1981","01.01.1981","31.12.1981","1981","1981"
"113043","18399","Vorprojekt 1996","01.01.1996","31.12.1996","1996","1996"
"113045","18401","Vorprojekt 1992","01.01.1992","31.12.1992","1992","1992"
"113046","18402","Vorprojekt 1970","01.01.1970","31.12.1970","1970","1970"
"113047","18403","undatiert [1963/1967]","01.01.1963","31.12.1967","1963","1967"
"113048","18404","Anfrage + Vorprojekt1968/1969","","31.12.1969","","1969"
"113049","18405","Projekt 1973, vermutlich nicht ausgeführt","01.01.1973","31.12.1973","1973","1973"
"113051","18407","Vorprojekt 1966/1967","01.01.1966","31.12.1967","1966","1967"
"113053","18409","Vorprojekte 1977/1979","01.01.1977","31.12.1979","1977","1979"
"113056","18412","Vorprojekt 1962","01.01.1962","31.12.1962","1962","1962"
"113057","18413","Vorprojekt 1967","01.01.1967","31.12.1967","1967","1967"
"113058","18414","Anfrage 1976","01.01.1976","31.12.1976","1976","1976"
"113059","18415","Vorprojekt 1997","01.01.1997","31.12.1997","1997","1997"
"113062","18418","Projekt 1976","01.01.1976","31.12.1976","1976","1976"
"113063","18419","Anfrage 1971","01.01.1971","31.12.1971","1971","1971"
"113064","18420","Vorprojekt 1972","01.01.1972","31.12.1972","1972","1972"
"113065","18421","Anfrage 1970","01.01.1970","31.12.1970","1970","1970"
"113066","18422","Vorprojekt 1967/1970","01.01.1967","31.12.1970","1967","1970"
"113067","18423","Vorprojekt 1993","01.01.1993","31.12.1993","1993","1993"
"113068","18424","Anfrage 1968","01.01.1968","31.12.1968","1968","1968"
"113069","18425","Vorprojekt 1969","01.01.1969","31.12.1969","1969","1969"
"113072","18428","Anfrage 1968","01.01.1968","31.12.1968","1968","1968"
"113073","18429","Projekt 1965","01.01.1965","31.12.1965","1965","1965"
"113074","18430","Vorprojekt 1977","01.01.1977","31.12.1977","1977","1977"
"113075","18431","Anfrage 1972","01.01.1972","31.12.1972","1972","1972"
"113077","18433","Vorprojekt 1968","01.01.1968","31.12.1968","1968","1968"
"113078","18434","Anfrage 2004","01.01.2004","31.12.2004","2004","2004"
"113079","18435","Vorprojekt 1964/1966","01.01.1964","31.12.1966","1964","1966"
"113080","18436","Vorprojekt 1971","01.01.1971","31.12.1971","1971","1971"
"113081","18437","Anfrage 1964","01.01.1964","31.12.1964","1964","1964"
"113082","18438","Projekt 1965","01.01.1965","31.12.1965","1965","1965"
"113084","18440","Anfrage 1975","01.01.1975","31.12.1975","1975","1975"
"113085","18441","Vorprojekt 1985","01.01.1985","31.12.1985","1985","1985"
"113086","18442","Anfrage 1992/1993","01.01.1992","31.12.1993","1992","1993"
"113087","18443","Vorprojekt 1975","01.01.1975","31.12.1975","1975","1975"
"113088","18444","Anfrage 1966/1967","01.01.1966","31.12.1967","1966","1967"
"113090","18446","Anfrage 1968","01.01.1968","31.12.1968","1968","1968"
"113091","18447","Anfrage 1964","01.01.1964","31.12.1964","1964","1964"
"113143","18499","Vorprojekt 1970","01.01.1970","31.12.1970","1970","1970"
"113144","18500","Projekt 1978","01.01.1978","31.12.1978","1978","1978"
"113146","18502","Vorprojekt 1967","01.01.1967","31.12.1967","1967","1967"
"113148","18504","Anfrage 1994","01.01.1994","31.12.1994","1994","1994"
"113149","18505","Vorprojekt 1981","01.01.1981","31.12.1981","1981","1981"
"113150","18506","undatiert [1971]","01.01.1971","31.12.1971","1971","1971"
"113151","18507","Vorprojekt 1971","01.01.1971","31.12.1971","1971","1971"
"113152","18508","Vorprojekt 1965","01.01.1965","31.12.1965","1965","1965"
"113153","18509","Vorprojekt 1968/1969","01.01.1968","31.12.1969","1968","1969"
"113154","18510","Vorprojekt 1971","01.01.1971","31.12.1971","1971","1971"
"113155","18511","Anfrage 1974","01.01.1974","31.12.1974","1974","1974"
"113156","18512","Anfrage 1969","01.01.1969","31.12.1969","1969","1969"
"113157","18513","Anfrage 1964","01.01.1964","31.12.1964","1964","1964"
"113158","18514","Vorprojekt 1995","01.01.1995","31.12.1995","1995","1995"
"113159","18515","Vorprojekt 1988/1989","01.01.1988","31.12.1989","1988","1989"
"113160","18516","Anfrage 1977","01.01.1977","31.12.1977","1977","1977"
"113161","18517","Projekt 1979","01.01.1979","31.12.1979","1979","1979"
"113162","18518","Vorprojekt 1967","01.01.1967","31.12.1967","1967","1967"
"113163","18519","Anfrage 1966","01.01.1966","31.12.1966","1966","1966"
"113164","18520","Vorprojekt 1996","01.01.1996","31.12.1996","1996","1996"
"113165","18521","Vorprojekt 1970","01.01.1970","31.12.1970","1970","1970"
"113166","18522","Anfrage 1974","01.01.1974","31.12.1974","1974","1974"
"113167","18523","undatiert [1970]","01.01.1970","31.12.1970","1970","1970"
"113168","18524","Anfrage 1993","01.01.1993","31.12.1993","1993","1993"
"113170","18526","Vorprojekt 1996","01.01.1996","31.12.1996","1996","1996"
"113171","18527","Anfrage 2000","01.01.2000","31.12.2000","2000","2000"
"113172","18528","Anfrage 1994","01.01.1994","31.12.1994","1994","1994"
"113173","18529","Projekt 1965/1966","01.01.1965","31.12.1966","1965","1966"
"113174","18530","Projekt 1986","01.01.1986","31.12.1986","1986","1986"
"113175","18531","Vorprojekt 1963","01.01.1963","31.12.1963","1963","1963"
"113176","18532","Vorprojekt 1981","01.01.1981","31.12.1981","1981","1981"
"113177","18533","Vorschlag 1966","01.01.1966","31.12.1966","1966","1966"
"113178","18534","Vorprojekt 1975","01.01.1975","31.12.1975","1975","1975"
"113179","18535","Vorprojekt 1998","01.01.1998","31.12.1998","1998","1998"
"113180","18536","Vorprojekt 1966","01.01.1966","31.12.1966","1966","1966"
"113181","18537","Vorprojekt 1977","01.01.1977","31.12.1977","1977","1977"
"113182","18538","Vorprojekt 1966/1967","01.01.1966","31.12.1967","1966","1967"
"113184","18540","Vorprojekt 1972","01.01.1972","31.12.1972","1972","1972"
"113185","18541","Vorprojekt 1967","01.01.1967","31.12.1967","1967","1967"
"113186","18542","Vorprojekt 1987","01.01.1987","31.12.1987","1987","1987"
"113187","18543","Anfrage 2000/2003","01.01.2000","31.12.2003","2000","2003"
"113188","18544","Anfrage 1981","01.01.1981","31.12.1981","1981","1981"
"113189","18545","Vorprojekt 1971","01.01.1971","31.12.1971","1971","1971"
"113190","18546","Vorprojekt 1965/1966","01.01.1965","31.12.1966","1965","1966"
"113191","18547","Projekt und Offerte verfasst 1958","01.01.1958","31.12.1958","1958","1958"
"113242","18598","Vorprojekt 1980","01.01.1980","31.12.1980","1980","1980"
"113244","18600","Vorprojekt 1971","01.01.1971","31.12.1971","1971","1971"
"113245","18601","Vorprojekt 1975","01.01.1975","31.12.1975","1975","1975"
"113246","18602","Vorprojekt 1997","01.01.1997","31.12.1997","1997","1997"
"113247","18603","Akquisition 1988","01.01.1988","31.12.1988","1988","1988"
"113248","18604","Anfrage 1966","01.01.1966","31.12.1966","1966","1966"
"113249","18605","Anfrage 1964","01.01.1964","31.12.1964","1964","1964"
"113250","18606","Vorprojekt 1985/1992","01.01.1985","31.12.1992","1985","1992"
"113251","18607","Vorprojekt 1983","01.01.1983","31.12.1983","1983","1983"
"113252","18608","Vorprojekt 1981","01.01.1981","31.12.1981","1981","1981"
"113253","18609","Vorprojekt 1970","01.01.1970","31.12.1970","1970","1970"
"113254","18610","Projekte 1963/1967","01.01.1963","31.12.1967","1963","1967"
"113255","18611","Anfrage 1992","01.01.1992","31.12.1992","1992","1992"
"113256","18612","Vorprojekt 1968/1969","01.01.1968","31.12.1969","1968","1969"
"113257","18613","datiert 26.5.1967","26.05.1967","26.05.1967","1967-05-26","1967-05-26"
"113259","18615","Vorprojekt 1999","01.01.1999","31.12.1999","1999","1999"
"113260","18616","Vorprojekt 1985","01.01.1985","31.12.1985","1985","1985"
"113261","18617","Vorschlag 1966, Anfrage 1966","01.01.1966","31.12.1966","1966","1966"
"113262","18618","Vorprojekt 1975","01.01.1975","31.12.1975","1975","1975"
"113263","18619","Anfrage 1965","01.01.1965","31.12.1965","1965","1965"
"113264","18620","Vorprojekt 1961","01.01.1961","31.12.1961","1961","1961"
"113266","18622","Vorprojekt 1991","01.01.1991","31.12.1991","1991","1991"
"113267","18623","Vorprojekt 1968/1969","01.01.1968","31.12.1969","1968","1969"
"113268","18624","datiert 1976","01.01.1976","31.12.1976","1976","1976"
"113270","18626","datiert 1963/1967","01.01.1963","31.12.1967","1963","1967"
"113272","18628","Vorprojekt 1967","01.01.1967","31.12.1967","1967","1967"
"113273","18629","Vorprojekt 1973","01.01.1973","31.12.1973","1973","1973"
"113274","18630","Vorprojekt 1998/1999","01.01.1998","31.12.1999","1998","1999"
"113275","18631","Vorprojekt 1979","01.01.1979","31.12.1979","1979","1979"
"113276","18632","Vorprojekt 1999","01.01.1999","31.12.1999","1999","1999"
"113277","18633","Projekt: 1982","01.01.1982","31.12.1982","1982","1982"
"113278","18634","Vorprojekt 1962","01.01.1962","31.12.1962","1962","1962"
"113280","18636","Vorprojekt 1993","01.01.1993","31.12.1993","1993","1993"
"113281","18637","Anfrage 1990","01.01.1990","31.12.1990","1990","1990"
"113282","18638","Projekt 1982","01.01.1982","31.12.1982","1982","1982"
"113283","18639","Anfrage 1980","01.01.1980","31.12.1980","1980","1980"
"113284","18640","Vorprojekt 1999","01.01.1999","31.12.1999","1999","1999"
"113285","18641","Vorprojekt 1982","01.01.1982","31.12.1982","1982","1982"
"113286","18642","Vorprojekt 1979","01.01.1979","31.12.1979","1979","1979"
"113288","18644","Anfrage 1977","01.01.1977","31.12.1977","1977","1977"
"113289","18645","Vorprojekt 1975","01.01.1975","31.12.1975","1975","1975"
"113290","18646","datiert 1961","01.01.1961","31.12.1961","1961","1961"
"113291","18647","datiert 1983","01.01.1983","31.12.1983","1983","1983"
"113342","18698","Vorprojekt 1982","01.01.1982","31.12.1982","1982","1982"
"113344","18700","Vorprojekte 1983/1985","01.01.1983","31.12.1985","1983","1985"
"113345","18701","Vorprojekt 1995","01.01.1995","31.12.1995","1995","1995"
"113346","18702","Projekt 1968","01.01.1968","31.12.1968","1968","1968"
"113347","18703","Acquisition 1978","01.01.1978","31.12.1978","1978","1978"
"113349","18705","Vorprojekt 1967","01.01.1967","31.12.1967","1967","1967"
"113350","18706","Vorprojekt 1999","01.01.1999","31.12.1999","1999","1999"
"113351","18707","Wettbewerb: «Rotondo», Vorprojekt 1970","01.01.1970","31.12.1970","1970","1970"
"113353","18709","Vorprojekt 1984","01.01.1984","31.12.1984","1984","1984"
"113355","18711","datiert 1976","01.01.1976","31.12.1976","1976","1976"
"113357","18713","Anfrage 1967","01.01.1967","31.12.1967","1967","1967"
"113358","18714","verfasst 1957","01.01.1957","31.12.1957","1957","1957"
"113359","18715","Vorprojekt 1966","01.01.1966","31.12.1966","1966","1966"
"113360","18716","Vorprojekt 2000","01.01.2000","31.12.2000","2000","2000"
"113361","18717","Vorprojekt 1998","01.01.1998","31.12.1998","1998","1998"
"113362","18718","Vorprojekt 1973","01.01.1973","31.12.1973","1973","1973"
"113363","18719","Anfrage 1968","01.01.1968","31.12.1968","1968","1968"
"113364","18720","Anfrage 1975","01.01.1975","31.12.1975","1975","1975"
"113365","18721","Vorprojekt 1981","01.01.1981","31.12.1981","1981","1981"
"113368","18724","Vorprojekt 1968","01.01.1968","31.12.1968","1968","1968"
"113369","18725","Vorprojekt 1977/1978","01.01.1977","31.12.1978","1977","1978"
"113370","18726","Vorprojekt 1975","01.01.1975","31.12.1975","1975","1975"
"113371","18727","Patentverfahren 1990","01.01.1990","31.12.1990","1990","1990"
"113372","18728","Vorprojekt 1964","01.01.1964","31.12.1964","1964","1964"
"113373","18729","Anfrage 1974","01.01.1974","31.12.1974","1974","1974"
"113374","18730","Vorprojekt 1971","01.01.1971","31.12.1971","1971","1971"
"113375","18731","Vorprojekt 1966","01.01.1966","31.12.1966","1966","1966"
"113376","18732","datiert 1981","01.01.1981","31.12.1981","1981","1981"
"113377","18733","Vorschlag 1966","01.01.1966","31.12.1966","1966","1966"
"113378","18734","Anfrage 1964","01.01.1964","31.12.1964","1964","1964"
"113379","18735","Vorschlag 1969","01.01.1969","31.12.1969","1969","1969"
"113380","18736","Anfrage 1971","01.01.1971","31.12.1971","1971","1971"
"113381","18737","Vorprojekt 1990","01.01.1990","31.12.1990","1990","1990"
"113382","18738","Vorprojekt 1965","01.01.1965","31.12.1965","1965","1965"
"113384","18740","Anfrage 1966/1967","01.01.1966","31.12.1967","1966","1967"
"113385","18741","Vorprojekt 1964","01.01.1964","31.12.1964","1964","1964"
"113386","18742","Anfrage 1971","01.01.1971","31.12.1971","1971","1971"
"113387","18743","Anfrage 1968","01.01.1968","31.12.1968","1968","1968"
"113389","18745","Anfrage 1963/1964","01.01.1963","31.12.1964","1963","1964"
"113390","18746","Vorprojekt 1997","01.01.1997","31.12.1997","1997","1997"
