"_system_object_id","_id","T_Chronologie","T_ChronologieDatMin","T_ChronologieDatMax","T_ChronologieTimespanFrom","T_ChronologieTimespanTo"
"113391","18747","Empfehlungen 1966","01.01.1966","31.12.1966","1966","1966"
"113444","18800","Vorprojekt 1966/1967","01.01.1966","31.12.1967","1966","1967"
"113446","18802","Vorprojekt 1998","01.01.1998","31.12.1998","1998","1998"
"113447","18803","Vorprojekt 1982/1984","01.01.1982","31.12.1984","1982","1984"
"113448","18804","Vorprojekt 1955","01.01.1955","31.12.1955","1955","1955"
"113449","18805","Vorprojekt 1963","01.01.1963","31.12.1963","1963","1963"
"113451","18807","Vorprojekt 1974","01.01.1974","31.12.1974","1974","1974"
"113453","18809","Vorprojekt 1980","01.01.1980","31.12.1980","1980","1980"
"113454","18810","Anfrage 2000","01.01.2000","31.12.2000","2000","2000"
"113455","18811","Anfrage 1968","01.01.1968","31.12.1968","1968","1968"
"113456","18812","Vorprojekt 1967","01.01.1967","31.12.1967","1967","1967"
"113457","18813","Projekt 1979","01.01.1979","31.12.1979","1979","1979"
"113458","18814","Vorprojekt 1995","01.01.1995","31.12.1995","1995","1995"
"113459","18815","Vorprojekt 1979","01.01.1979","31.12.1979","1979","1979"
"113460","18816","Vorprojekt 1985/1992","01.01.1985","31.12.1992","1985","1992"
"113461","18817","Projekt 1977","01.01.1977","31.12.1977","1977","1977"
"113462","18818","Vorprojekt 1967","01.01.1967","31.12.1967","1967","1967"
"113463","18819","Anfrage 1967","01.01.1967","31.12.1967","1967","1967"
"113464","18820","Gutachten verfasst 1985","01.01.1985","31.12.1985","1985","1985"
"113465","18821","datiert 19.7.1960","19.07.1960","19.07.1960","1960-07-19","1960-07-19"
"113466","18822","Anfrage 1990","01.01.1990","31.12.1990","1990","1990"
"113467","18823","Vorprojekt 1968","01.01.1968","31.12.1968","1968","1968"
"113468","18824","Anfrage 1973/1974","01.01.1973","31.12.1974","1973","1974"
"113470","18826","Vorprojekt 1964/1965","01.01.1964","31.12.1965","1964","1965"
"113472","18828","datiert 1967/1973","01.01.1967","31.12.1973","1967","1973"
"113473","18829","Anfrage 1996","01.01.1996","31.12.1996","1996","1996"
"113474","18830","Anfrage 2004","01.01.2004","31.12.2004","2004","2004"
"113475","18831","Vorprojekt 1983","01.01.1983","31.12.1983","1983","1983"
"113476","18832","Vorprojekt 1969","01.01.1969","31.12.1969","1969","1969"
"113477","18833","Anfrage 1995","01.01.1995","31.12.1995","1995","1995"
"113478","18834","Vorprojekt 1966","01.01.1966","31.12.1966","1966","1966"
"113483","18839","Vorprojekt 1970","01.01.1970","31.12.1970","1970","1970"
"113484","18840","Vorprojekt 1989","01.01.1989","31.12.1989","1989","1989"
"113485","18841","Anfrage 1990","01.01.1990","31.12.1990","1990","1990"
"113487","18843","Anfrage 1969","01.01.1969","31.12.1969","1969","1969"
"113488","18844","Vorprojekt 1965","01.01.1965","31.12.1965","1965","1965"
"113489","18845","Vorprojekt 1967","01.01.1967","31.12.1967","1967","1967"
"113490","18846","Vorprojekt 1991","01.01.1991","31.12.1991","1991","1991"
"113542","18898","Anfrage 1979","01.01.1979","31.12.1979","1979","1979"
"113543","18899","Vorprojekt 1992/1994","01.01.1992","31.12.1994","1992","1994"
"113545","18901","Vorprojekt 1993/1995","01.01.1993","31.12.1995","1993","1995"
"113547","18903","Anfrage 1970","01.01.1970","31.12.1970","1970","1970"
"113548","18904","Akquisition 1981","01.01.1981","31.12.1981","1981","1981"
"113549","18905","Projekt(e) 2007/2008","01.01.2007","31.12.2008","2007","2008"
"113550","18906","Vorprojekt 1993","01.01.1993","31.12.1993","1993","1993"
"113551","18907","Vorprojekt 1994","01.01.1994","31.12.1994","1994","1994"
"113552","18908","Vorprojekt 1979","01.01.1979","31.12.1979","1979","1979"
"113553","18909","Anfrage 1968","01.01.1968","31.12.1968","1968","1968"
"113554","18910","Vorprojekt 1994","01.01.1994","31.12.1994","1994","1994"
"113555","18911","Vorschlag 1969","01.01.1969","31.12.1969","1969","1969"
"113556","18912","Vorprojekt 1977","01.01.1977","31.12.1977","1977","1977"
"113557","18913","Vorschlag 1966","01.01.1966","31.12.1966","1966","1966"
"113558","18914","Projekt 1966","01.01.1966","31.12.1966","1966","1966"
"113559","18915","Anfrage 1970","01.01.1970","31.12.1970","1970","1970"
"113560","18916","Vorprojekt 1965","01.01.1965","31.12.1965","1965","1965"
"113561","18917","Vorprojekt 1981","01.01.1981","31.12.1981","1981","1981"
"113562","18918","Anfrage 1990","01.01.1990","31.12.1990","1990","1990"
"113564","18920","Projektstudien 1983","01.01.1983","31.12.1983","1983","1983"
"113565","18921","Vorprojekt 1995","01.01.1995","31.12.1995","1995","1995"
"113566","18922","Vorprojekt 1966","01.01.1966","31.12.1966","1966","1966"
"113568","18924","undatiert [1963/1967]","01.01.1963","31.12.1967","1963","1967"
"113569","18925","Vorprojekt 1967","01.01.1967","31.12.1967","1967","1967"
"113572","18928","datiert: 1980","01.01.1980","31.12.1980","1980","1980"
"113573","18929","Anfrage 1967","01.01.1967","31.12.1967","1967","1967"
"113574","18930","Vorprojekt 1960/1967","01.01.1960","31.12.1967","1960","1967"
"113576","18932","Vorprojekt 1978","01.01.1978","31.12.1978","1978","1978"
"113578","18934","Vorprojekt 1990","01.01.1990","31.12.1990","1990","1990"
"113580","18936","Anfrage 1980","01.01.1980","31.12.1980","1980","1980"
"113581","18937","undatiert [1960/1970]","01.01.1960","31.12.1970","1960","1970"
"113582","18938","Vorprojekt 1969","01.01.1969","31.12.1969","1969","1969"
"113583","18939","Anfrage 1962","01.01.1962","31.12.1962","1962","1962"
"113584","18940","Vorprojekt 1968","01.01.1968","31.12.1968","1968","1968"
"113585","18941","Anfrage 1993/1994","01.01.1993","31.12.1994","1993","1994"
"113587","18943","Vorprojekt 1988","01.01.1988","31.12.1988","1988","1988"
"113588","18944","Projekt 1969/1970; nicht ausgeführt","01.01.1969","31.12.1970","1969","1970"
"113589","18945","Vorprojekt 1968","01.01.1968","31.12.1968","1968","1968"
"113590","18946","Anfrage 2001","01.01.2001","31.12.2001","2001","2001"
"113591","18947","Anfrage 1968","01.01.1968","31.12.1968","1968","1968"
"113642","18998","Vorprojekt 1977","01.01.1977","31.12.1977","1977","1977"
"113643","18999","Anfrage 1995","01.01.1995","31.12.1995","1995","1995"
"113644","19000","datiert 1985","01.01.1985","31.12.1985","1985","1985"
"113645","19001","Projekt 1955","01.01.1955","31.12.1955","1955","1955"
"113649","19005","Vorprojekt 1969/1970","01.01.1969","31.12.1970","1969","1970"
"113650","19006","Anfrage 1973","01.01.1973","31.12.1973","1973","1973"
"113651","19007","Anfrage 1966","01.01.1966","31.12.1966","1966","1966"
"113652","19008","erschienen 1999","01.01.1999","31.12.1999","1999","1999"
"113653","19009","Vorprojekt 2000","01.01.2000","31.12.2000","2000","2000"
"113654","19010","Vorprojekt 1970","01.01.1970","31.12.1970","1970","1970"
"113655","19011","Vorprojekt 1973","01.01.1973","31.12.1973","1973","1973"
"113657","19013","Vorprojekt 1997","01.01.1997","31.12.1997","1997","1997"
"113659","19015","Vorschlag 1966/1967","01.01.1966","31.12.1967","1966","1967"
"113661","19017","Vorprojekt 1962","01.01.1962","31.12.1962","1962","1962"
"113663","19019","Vorschlag 1966","01.01.1966","31.12.1966","1966","1966"
"113664","19020","Akquisition 1995","01.01.1995","31.12.1995","1995","1995"
"113666","19022","Projekt 1995","01.01.1995","31.12.1995","1995","1995"
"113667","19023","Vorprojekt 1980","01.01.1980","31.12.1980","1980","1980"
"113669","19025","Vorprojekt 1967","01.01.1967","31.12.1967","1967","1967"
"113670","19026","Anfrage 1977","01.01.1977","31.12.1977","1977","1977"
"113674","19030","Vorprojekt 1980","01.01.1980","31.12.1980","1980","1980"
"113676","19032","Vorprojekt 1995","01.01.1995","31.12.1995","1995","1995"
"113677","19033","Anfrage 2001","01.01.2001","31.12.2001","2001","2001"
"113678","19034","Vorprojekt 1966","01.01.1966","31.12.1966","1966","1966"
"113679","19035","Anfrage 1974","01.01.1974","31.12.1974","1974","1974"
"113681","19037","Vorprojekt 1962","01.01.1962","31.12.1962","1962","1962"
"113682","19038","Vorprojekt 7.1955","01.07.1955","31.07.1955","1955-07-01","1955-07-31"
"113683","19039","Anfrage 1966","01.01.1966","31.12.1966","1966","1966"
"113684","19040","Anfrage 1967","01.01.1967","31.12.1967","1967","1967"
"113685","19041","Anfrage 1991","01.01.1991","31.12.1991","1991","1991"
"113686","19042","Vorprojekt 1963/1965","01.01.1963","31.12.1965","1963","1965"
"113687","19043","Anfrage 1974","01.01.1974","31.12.1974","1974","1974"
"113688","19044","Vorprojekt(e) 1966/1967","01.01.1966","31.12.1967","1966","1967"
"113690","19046","Vorprojekt vermutlich 1976/1978","01.01.1976","31.12.1978","1976","1978"
"113691","19047","Vorprojekt 1984","01.01.1984","31.12.1984","1984","1984"
"113743","19099","Anfrage 1968","01.01.1968","31.12.1968","1968","1968"
"113744","19100","Vorprojekt 1995","01.01.1995","31.12.1995","1995","1995"
"113746","19102","Vorprojekt 1982","01.01.1982","31.12.1982","1982","1982"
"113748","19104","Anfrage 1966","01.01.1966","31.12.1966","1966","1966"
"113749","19105","Vorprojekt 1969","01.01.1969","31.12.1969","1969","1969"
"113750","19106","Vorschlag 1968","01.01.1968","31.12.1968","1968","1968"
"113751","19107","Vorprojekt 1967","01.01.1967","31.12.1967","1967","1967"
"113752","19108","Anfrage 1966","01.01.1966","31.12.1966","1966","1966"
"113755","19111","Anfrage 1966","01.01.1966","31.12.1966","1966","1966"
"113757","19113","Anfrage 1974","01.01.1974","31.12.1974","1974","1974"
"113758","19114","Vorprojekt 1997","01.01.1997","31.12.1997","1997","1997"
"113760","19116","Anfrage 1970/1979","01.01.1970","31.12.1979","1970","1979"
"113761","19117","Vorprojekt 1967","01.01.1967","31.12.1967","1967","1967"
"113762","19118","Vorprojekt 1966","01.01.1966","31.12.1966","1966","1966"
"113763","19119","Projekt 1976","01.01.1976","31.12.1976","1976","1976"
"113764","19120","Vorprojekt 1991","01.01.1991","31.12.1991","1991","1991"
"113766","19122","Projekt 1966","01.01.1966","31.12.1966","1966","1966"
"113768","19124","Anfrage 2001","01.01.2001","31.12.2001","2001","2001"
"113771","19127","Plan datiert 1985","01.01.1985","31.12.1985","1985","1985"
"113772","19128","Wettbewerb 1998","01.01.1998","31.12.1998","1998","1998"
"113773","19129","Vorprojekt 2000","01.01.2000","31.12.2000","2000","2000"
"113774","19130","Vorprojekt 1979","01.01.1979","31.12.1979","1979","1979"
"113775","19131","Anfrage 1977","01.01.1977","31.12.1977","1977","1977"
"113776","19132","Vorprojekt 1965","01.01.1965","31.12.1965","1965","1965"
"113778","19134","Anfrage 1969","01.01.1969","31.12.1969","1969","1969"
"113779","19135","Vorprojekt 1984","01.01.1984","31.12.1984","1984","1984"
"113780","19136","Anfrage 1979","01.01.1979","31.12.1979","1979","1979"
"113781","19137","Vorprojekt 1972","01.01.1972","31.12.1972","1972","1972"
"113782","19138","Projekt 1976","01.01.1976","31.12.1976","1976","1976"
"113783","19139","Vorprojekt 1981","01.01.1981","31.12.1981","1981","1981"
"113784","19140","Anfrage 1967","01.01.1967","31.12.1967","1967","1967"
"113785","19141","Vorprojekt 1995","01.01.1995","31.12.1995","1995","1995"
"113786","19142","Anfrage 1972","01.01.1972","31.12.1972","1972","1972"
"113787","19143","Vorprojekt 1964","01.01.1964","31.12.1964","1964","1964"
"113788","19144","Projekt 1983","01.01.1983","31.12.1983","1983","1983"
"113789","19145","Vorprojekt 1981","01.01.1981","31.12.1981","1981","1981"
"113790","19146","Projekt 1963","01.01.1963","31.12.1963","1963","1963"
"113791","19147","Projekt 1990","01.01.1990","31.12.1990","1990","1990"
"113843","19199","Vorprojekt 1968","01.01.1968","31.12.1968","1968","1968"
"113844","19200","Vorprojekt 1967","01.01.1967","31.12.1967","1967","1967"
"113845","19201","Anfrage 1971","01.01.1971","31.12.1971","1971","1971"
"113846","19202","Vorschlag 1966","01.01.1966","31.12.1966","1966","1966"
"113848","19204","Vorprojekt 1970","01.01.1970","31.12.1970","1970","1970"
"113849","19205","Projekt 1956","01.01.1956","31.12.1956","1956","1956"
"113851","19207","Vorprojekt 1987","01.01.1987","31.12.1987","1987","1987"
"113853","19209","Vorprojekt 1964","01.01.1964","31.12.1964","1964","1964"
"113854","19210","Vorprojekt 2005","01.01.2005","31.12.2005","2005","2005"
"113855","19211","Anfrage 1995","01.01.1995","31.12.1995","1995","1995"
"113856","19212","Vorprojekt 1969","01.01.1969","31.12.1969","1969","1969"
"113857","19213","Anfrage 1996","01.01.1996","31.12.1996","1996","1996"
"113859","19215","Vorprojekt 1977","01.01.1977","31.12.1977","1977","1977"
"113861","19217","Vorprojekt 1980","01.01.1980","31.12.1980","1980","1980"
"113862","19218","Anfrage 1977","01.01.1977","31.12.1977","1977","1977"
"113863","19219","Anfrage 1966","01.01.1966","31.12.1966","1966","1966"
"113864","19220","Akquisition 1998","01.01.1998","31.12.1998","1998","1998"
"113865","19221","Vorprojekt 1970","01.01.1970","31.12.1970","1970","1970"
"113866","19222","Vorprojekt 1979/1980","01.01.1979","31.12.1980","1979","1980"
"113868","19224","Vorprojekt 1970","01.01.1970","31.12.1970","1970","1970"
"113869","19225","Vorprojekt 1968","01.01.1968","31.12.1968","1968","1968"
"113871","19227","Anfrage 1961","01.01.1961","31.12.1961","1961","1961"
"113872","19228","Studie 1967","01.01.1967","31.12.1967","1967","1967"
"113873","19229","Anfrage 1976","01.01.1976","31.12.1976","1976","1976"
"113874","19230","Vorprojekt 1968","01.01.1968","31.12.1968","1968","1968"
"113876","19232","datiert 1978","01.01.1978","31.12.1978","1978","1978"
"113877","19233","Vorprojekt 1975","01.01.1975","31.12.1975","1975","1975"
"113878","19234","Projekt 1974","01.01.1974","31.12.1974","1974","1974"
"113879","19235","Akquisition 2001","01.01.2001","31.12.2001","2001","2001"
"113880","19236","Vorprojekt 1995","01.01.1995","31.12.1995","1995","1995"
"113882","19238","Vorprojekt 1980","01.01.1980","31.12.1980","1980","1980"
"113883","19239","Anfrage 1969","01.01.1969","31.12.1969","1969","1969"
"113884","19240","Vorprojekt 1967/1969","01.01.1967","31.12.1969","1967","1969"
"113885","19241","Vorprojekt 1993","01.01.1993","31.12.1993","1993","1993"
"113887","19243","undatiert [1960/1976]","01.01.1960","31.12.1976","1960","1976"
"113889","19245","Vorprojekt 1981","01.01.1981","31.12.1981","1981","1981"
"113890","19246","Anfrag 1985","01.01.1985","31.12.1985","1985","1985"
"113891","19247","Projekt 1965/1975","01.01.1965","31.12.1975","1965","1975"
"113943","19299","Vorprojekt 1976","01.01.1976","31.12.1976","1976","1976"
"113944","19300","Anfrage 1988","01.01.1988","31.12.1988","1988","1988"
"113945","19301","Anfrage 1999/2003","01.01.1999","31.12.2003","1999","2003"
"113947","19303","Vorprojekt 1973/1974","01.01.1973","31.12.1974","1973","1974"
"113950","19306","Vorprojekt 1981","01.01.1981","31.12.1981","1981","1981"
"113953","19309","Vorprojekt 1969","01.01.1969","31.12.1969","1969","1969"
"113954","19310","Anfrage 1972","01.01.1972","31.12.1972","1972","1972"
"113955","19311","Projekt 1999","01.01.1999","31.12.1999","1999","1999"
"113956","19312","Anfrage 1981","01.01.1981","31.12.1981","1981","1981"
"113957","19313","Vorprojekt 1970","01.01.1970","31.12.1970","1970","1970"
"113958","19314","Anfrage 1962","01.01.1962","31.12.1962","1962","1962"
"113959","19315","Vorprojekt 1969","01.01.1969","31.12.1969","1969","1969"
"113960","19316","Vorprojekt 1976","01.01.1976","31.12.1976","1976","1976"
"113961","19317","Anfrage 1968","01.01.1968","31.12.1968","1968","1968"
"113965","19321","Vorprojekt 1978","01.01.1978","31.12.1978","1978","1978"
"113966","19322","Kontakt 1967","01.01.1967","31.12.1967","1967","1967"
"113967","19323","Vorprojekt 1968","01.01.1968","31.12.1968","1968","1968"
"113968","19324","Vorprojekt 1965/1966","01.01.1965","31.12.1966","1965","1966"
"113969","19325","Vorprojekt 1978","01.01.1978","31.12.1978","1978","1978"
"113970","19326","Vorprojekt 1969","01.01.1969","31.12.1969","1969","1969"
"113971","19327","Anfrage 1981","01.01.1981","31.12.1981","1981","1981"
"113972","19328","Projekte 1972/1988","01.01.1972","31.12.1988","1972","1988"
"113973","19329","Projekt 1976","01.01.1976","31.12.1976","1976","1976"
"113975","19331","Anfrage 1981","01.01.1981","31.12.1981","1981","1981"
"113976","19332","Vorprojekt 1970","01.01.1970","31.12.1970","1970","1970"
"113977","19333","Anfrage 1996","01.01.1996","31.12.1996","1996","1996"
"113978","19334","Vorschlag 1967","01.01.1967","31.12.1967","1967","1967"
"113979","19335","Vorprojekt 1970","01.01.1970","31.12.1970","1970","1970"
"113981","19337","Vorprojekt 1975","01.01.1975","31.12.1975","1975","1975"
"113982","19338","Vorprojekt 1995","01.01.1995","31.12.1995","1995","1995"
"113983","19339","Anfrage 1973","01.01.1973","31.12.1973","1973","1973"
"113984","19340","Anfrage 1966","01.01.1966","31.12.1966","1966","1966"
"113985","19341","Anfrage 1971","01.01.1971","31.12.1971","1971","1971"
"113987","19343","Anfrage 1980","01.01.1980","31.12.1980","1980","1980"
"113989","19345","Anfrage 1976","01.01.1976","31.12.1976","1976","1976"
"113990","19346","datiert 1982/1988","01.01.1982","31.12.1988","1982","1988"
"114042","19398","Projekt(e) 1999/2000","01.01.1999","31.12.2000","1999","2000"
"114044","19400","Projekt 1950","01.01.1950","31.12.1950","1950","1950"
"114045","19401","Expertise 1980","01.01.1980","31.12.1980","1980","1980"
"114046","19402","Vorprojekte 1997","01.01.1997","31.12.1997","1997","1997"
"114047","19403","Anfrage 1995","01.01.1995","31.12.1995","1995","1995"
"114048","19404","Anfrage 1998","01.01.1998","31.12.1998","1998","1998"
"114049","19405","Vorprojekt 1962","01.01.1962","31.12.1962","1962","1962"
"114050","19406","Projekt 1972/1973","01.01.1972","31.12.1973","1972","1973"
"114052","19408","Vorprojekt 1974","01.01.1974","31.12.1974","1974","1974"
"114053","19409","Anfrage 1986","01.01.1986","31.12.1986","1986","1986"
"114056","19412","Vorprojekt 1984","01.01.1984","31.12.1984","1984","1984"
"114058","19414","Vorprojekt 2000","01.01.2000","31.12.2000","2000","2000"
"114059","19415","Vorprojekt 1969","01.01.1969","31.12.1969","1969","1969"
"114060","19416","Vorprojekt 1994/1998","01.01.1994","31.12.1998","1994","1998"
"114062","19418","Vorprojekt 1996","01.01.1996","31.12.1996","1996","1996"
"114063","19419","Projekt 1981","01.01.1981","31.12.1981","1981","1981"
"114064","19420","Projekte 1972, 1987, 1992/1994, 2009","01.01.1972","31.12.2009","1972","2009"
"114065","19421","Vorprojekt 1968","01.01.1968","31.12.1968","1968","1968"
"114066","19422","Anfrage 1992","01.01.1992","31.12.1992","1992","1992"
"114067","19423","Vorprojekt 1972","01.01.1972","31.12.1972","1972","1972"
"114068","19424","Vorprojekt 1975","01.01.1975","31.12.1975","1975","1975"
"114069","19425","Vorprojekt 1997","01.01.1997","31.12.1997","1997","1997"
"114070","19426","Anfrage 1972","01.01.1972","31.12.1972","1972","1972"
"114071","19427","Vorprojekt 1986/1988","01.01.1986","31.12.1988","1986","1988"
"114072","19428","Vorprojekt 1966","01.01.1966","31.12.1966","1966","1966"
"114073","19429","Vorprojekt 1975","01.01.1975","31.12.1975","1975","1975"
"114074","19430","Anfrage 1993","01.01.1993","31.12.1993","1993","1993"
"114075","19431","Vorprojekt 1967","01.01.1967","31.12.1967","1967","1967"
"114077","19433","Vorprojekt 2003","01.01.2003","31.12.2003","2003","2003"
"114078","19434","datiert 1982","01.01.1982","31.12.1982","1982","1982"
"114079","19435","Projekt 1968","01.01.1968","31.12.1968","1968","1968"
"114080","19436","Anfrage 1968","01.01.1968","31.12.1968","1968","1968"
"114081","19437","Anfrage 1972","01.01.1972","31.12.1972","1972","1972"
"114082","19438","Vorprojekt 1968","01.01.1968","31.12.1968","1968","1968"
"114083","19439","Anfrage 1966","01.01.1966","31.12.1966","1966","1966"
"114085","19441","Vorschlag 1964","01.01.1964","31.12.1964","1964","1964"
"114086","19442","Empfehlung 1967","01.01.1967","31.12.1967","1967","1967"
"114087","19443","Vorprojekt 1984","01.01.1984","31.12.1984","1984","1984"
"114088","19444","Vorprojekt 1998","01.01.1998","31.12.1998","1998","1998"
"114089","19445","Vorprojekt 1975","01.01.1975","31.12.1975","1975","1975"
"114090","19446","Vorprojekt 1969","01.01.1969","31.12.1969","1969","1969"
"114142","19498","Projekt 1973","01.01.1973","31.12.1973","1973","1973"
"114143","19499","Vorprojekt 1978","01.01.1978","31.12.1978","1978","1978"
"114144","19500","Vorprojekt 1992","01.01.1992","31.12.1992","1992","1992"
"114146","19502","Vorprojekt 1968","01.01.1968","31.12.1968","1968","1968"
"114147","19503","Anfrage 1998","01.01.1998","31.12.1998","1998","1998"
"114148","19504","Vorprojekt 1966","01.01.1966","31.12.1966","1966","1966"
"114150","19506","Anfrage 1995","01.01.1995","31.12.1995","1995","1995"
"114151","19507","Anfrage 1966/1967","01.01.1966","31.12.1967","1966","1967"
"114153","19509","Projekt(e) 1965/1967","01.01.1965","31.12.1967","1965","1967"
"114154","19510","Vorprojekt 1964","01.01.1964","31.12.1964","1964","1964"
"114155","19511","Vorprojekt 1981","01.01.1981","31.12.1981","1981","1981"
"114156","19512","Projekt 1984","01.01.1984","31.12.1984","1984","1984"
"114157","19513","Projekt 1965","01.01.1965","31.12.1965","1965","1965"
"114158","19514","Vorprojekt 1979","01.01.1979","31.12.1979","1979","1979"
"114159","19515","Experiment 1976","01.01.1976","31.12.1976","1976","1976"
"114160","19516","datiert 1.3.1966","01.03.1966","01.03.1966","1966-03-01","1966-03-01"
"114162","19518","Vorprojekt 1990","01.01.1990","31.12.1990","1990","1990"
"114163","19519","Vorprojekt 1981","01.01.1981","31.12.1981","1981","1981"
"114164","19520","Vorprojekt 1977","01.01.1977","31.12.1977","1977","1977"
"114167","19523","Anfrage 1971","01.01.1971","31.12.1971","1971","1971"
"114168","19524","Anfrage 1980","01.01.1980","31.12.1980","1980","1980"
"114169","19525","Vorprojekt 1967","01.01.1967","31.12.1967","1967","1967"
"114170","19526","Vorprojekt 1971","01.01.1971","31.12.1971","1971","1971"
"114171","19527","Anfrage 1968","01.01.1968","31.12.1968","1968","1968"
"114172","19528","Vorprojekt 1993","01.01.1993","31.12.1993","1993","1993"
"114173","19529","Projekt 1958","01.01.1958","31.12.1958","1958","1958"
"114174","19530","Anfrage 1968","01.01.1968","31.12.1968","1968","1968"
"114175","19531","Anfrage 1980","01.01.1980","31.12.1980","1980","1980"
"114178","19534","Vorprojekt 1964","01.01.1964","31.12.1964","1964","1964"
"114179","19535","Vorprojekt 1966","01.01.1966","31.12.1966","1966","1966"
"114180","19536","Anfrage 1965/1966","01.01.1965","31.12.1966","1965","1966"
"114181","19537","Anfrage 1968","01.01.1968","31.12.1968","1968","1968"
"114182","19538","Vorprojekt 1961","01.01.1961","31.12.1961","1961","1961"
"114183","19539","Vorprojekt 1963","01.01.1963","31.12.1963","1963","1963"
"114186","19542","Vorprojekt 1975","01.01.1975","31.12.1975","1975","1975"
"114187","19543","Anfrage 1999","01.01.1999","31.12.1999","1999","1999"
"114189","19545","Vorprojekt 1966","01.01.1966","31.12.1966","1966","1966"
"114190","19546","Datiert 8.9.1966","08.09.1966","08.09.1966","1966-09-08","1966-09-08"
"114244","19600","Vorprojekt 1974","01.01.1974","31.12.1974","1974","1974"
"114247","19603","Projekt 1987","01.01.1987","31.12.1987","1987","1987"
"114249","19605","Projekt 1965","01.01.1965","31.12.1965","1965","1965"
"114250","19606","Akquisition 1996","01.01.1996","31.12.1996","1996","1996"
"114251","19607","Projekt 1967","01.01.1967","31.12.1967","1967","1967"
"114253","19609","Anfrage 1983","01.01.1983","31.12.1983","1983","1983"
"114254","19610","Anfrage 1970","01.01.1970","31.12.1970","1970","1970"
"114255","19611","Vorprojekt 1985","01.01.1985","31.12.1985","1985","1985"
"114257","19613","Anfrage 1990","01.01.1990","31.12.1990","1990","1990"
"114258","19614","Vorprojekt 1991","01.01.1991","31.12.1991","1991","1991"
"114259","19615","Vorprojekt 1967","01.01.1967","31.12.1967","1967","1967"
"114261","19617","Anfrage 1988","01.01.1988","31.12.1988","1988","1988"
"114262","19618","Projekt 1.1973","01.01.1973","31.01.1973","1973-01-01","1973-01-31"
"114265","19621","Anfrage 1977","01.01.1977","31.12.1977","1977","1977"
"114266","19622","Vorprojekt 1971","01.01.1971","31.12.1971","1971","1971"
"114267","19623","Projekt 1965","01.01.1965","31.12.1965","1965","1965"
"114268","19624","Projekt 1984","01.01.1984","31.12.1984","1984","1984"
"114269","19625","Anfrage 1969","01.01.1969","31.12.1969","1969","1969"
"114270","19626","Vorprojekt 1961","01.01.1961","31.12.1961","1961","1961"
"114271","19627","Vorprojekt 1998/1999","01.01.1998","31.12.1999","1998","1999"
"114272","19628","Vorprojekt 1965/1966","01.01.1965","31.12.1966","1965","1966"
"114273","19629","Vorprojekt 1978","01.01.1978","31.12.1978","1978","1978"
"114274","19630","Vorprojekt 1965","01.01.1965","31.12.1965","1965","1965"
"114275","19631","Vorprojekt 1970","01.01.1970","31.12.1970","1970","1970"
"114276","19632","Anfrage 1996","01.01.1996","31.12.1996","1996","1996"
"114277","19633","Anfrage 1968","01.01.1968","31.12.1968","1968","1968"
"114278","19634","Anfrage 1966","01.01.1966","31.12.1966","1966","1966"
"114281","19637","Anfrage 1966","01.01.1966","31.12.1966","1966","1966"
"114282","19638","Vorprojekt 1966","01.01.1966","31.12.1966","1966","1966"
"114284","19640","Acquisition 1979","01.01.1979","31.12.1979","1979","1979"
"114287","19643","Vorprojekt 1965/1967","01.01.1965","31.12.1967","1965","1967"
"114288","19644","Akquisition 1996","01.01.1996","31.12.1996","1996","1996"
"114289","19645","Anfrage 1964/1966","01.01.1964","31.12.1966","1964","1966"
"114290","19646","Anfrage 2001","01.01.2001","31.12.2001","2001","2001"
"114343","19699","Projekt 1977","01.01.1977","31.12.1977","1977","1977"
"114344","19700","Projekt 1983","01.01.1983","31.12.1983","1983","1983"
"114345","19701","Projektwettbewerb 1975/1976: keine Auszeichnung","01.01.1975","31.12.1976","1975","1976"
"114346","19702","Projekt 1995/1996","01.01.1995","31.12.1996","1995","1996"
"114348","19704","Expertise 1984/1985","01.01.1984","31.12.1985","1984","1985"
"114351","19707","Vorprojekt 1966/1967","01.01.1966","31.12.1967","1966","1967"
"114352","19708","Anfrage 1975","01.01.1975","31.12.1975","1975","1975"
"114353","19709","Vorprojekt 1966/1967","01.01.1966","31.12.1967","1966","1967"
"114356","19712","Anfrage 2003","01.01.2003","31.12.2003","2003","2003"
"114357","19713","Vorprojekt 1994/1995","01.01.1994","31.12.1995","1994","1995"
"114358","19714","Materialien datiert 1988","01.01.1988","31.12.1988","1988","1988"
"114359","19715","Projekt 1968","01.01.1968","31.12.1968","1968","1968"
"114360","19716","Vorprojekt 1971","01.01.1971","31.12.1971","1971","1971"
"114361","19717","Vorprojekt 1967","01.01.1967","31.12.1967","1967","1967"
"114365","19721","Vorprojekt 1970","01.01.1970","31.12.1970","1970","1970"
"114366","19722","Anfrage 1980","01.01.1980","31.12.1980","1980","1980"
"114367","19723","Anfrage 1974","01.01.1974","31.12.1974","1974","1974"
"114369","19725","Projekt 1980","01.01.1980","31.12.1980","1980","1980"
"114370","19726","Vorprojekt 1966","01.01.1966","31.12.1966","1966","1966"
"114371","19727","Vorprojekt 1978","01.01.1978","31.12.1978","1978","1978"
"114372","19728","Vorprojekt 1995","01.01.1995","31.12.1995","1995","1995"
"114373","19729","Vorprojekt 1971","01.01.1971","31.12.1971","1971","1971"
"114374","19730","Projekt 1985","01.01.1985","31.12.1985","1985","1985"
