_exported_at;_system_object_id;_id;_pool;_pool#de-DE;_pool#en-US;_tags#id;_tags#reference;_tags#shortname;_tags#de-DE;_tags#en-US;_standard#de-DE;_standard#en-US;oeu_legacy_person;oeu_legacy_place;oeu_legacy_chrono;oeu_legacy_note;oeu_nc_name#de-DE;oeu_nc_name#en-US;oeu_archive_exist_construct_timespan#from;oeu_archive_exist_construct_timespan#to;oeu_archive_exist_destruct_timespan#from;oeu_archive_exist_destruct_timespan#to;oeu_descr_legacy_person;oeu_descr_legacy_places;oeu_descr_legacy_chronology;oeu_archive_exist_construct_timespan#text#de-DE;oeu_archive_exist_construct_timespan#text#en-US;_id_parent;oeu_archive_exist_destruct_timespan#text#de-DE;oeu_archive_exist_destruct_timespan#text#en-US
"2023-03-24T15:12:41+01:00";"116877";"22233";"92";"gta Aarchives";"gta Archives";"93";;;"Projekt";"Project";"PSM-Lager Offenburg, Zunsweier (Ortsteil) [PSM-Lager]";"Offenburg, Zunsweier (Ortsteil) [PSM-Warehouse]";;;;;"PSM-Lager";"";"";"";"";"";"Ingenieur: Heinz Isler; Bauherr: Carl Beiselen GmbH";"Objektort: Zunsweier, Offenburg";"Vorprojekt 2001";"";"";"22182";;
"2023-03-24T15:12:41+01:00";"116878";"22234";"92";"gta Aarchives";"gta Archives";"92
163";;;"Gebautes Werk
OK";"Built Work
OK";"Rhätische Aktienbrauereien (heute Heineken Switzerland AG) : Erweiterung Flaschengeschäft Chur, Kasernenstrasse (Strasse) [Rhätische Aktienbrauereien (heute Heineken Switzerland AG) : Erweiterung Flaschengeschäft]";"Chur, Kasernenstrasse (Street) [Rhätische Aktienbrauereien (Today Heineken Switzerland AG) : Extention of the Bottle Business]";;;;;"Rhätische Aktienbrauereien (heute Heineken Switzerland AG) : Erweiterung Flaschengeschäft";"";"1956";"1956";"";"";"Ingenieure: Heinz Isler, Weder & Prim (Burgdorf); Architekt: Theodor Hartmann (Chur); Bauherr(en): Brauerei Chur";"Objektort: (bei) Kasernenstrasse 40, Chur";"ausgeführt 1956; abgebrochen";"";"";"22183";;
"2023-03-24T15:12:41+01:00";"116879";"22235";"92";"gta Aarchives";"gta Archives";"93";;;"Projekt";"Project";"Vitelli & Co : Werkhof Neubau, Zuchwil Zuchwil, Ausserfeldweg (Straße) [Vitelli & Co : Werkhof Neubau, Zuchwil]";"Zuchwil, Ausserfeldweg (roads) [Vitelli & Co : Werkhof New Building, Zuchwil]";;;;;"Vitelli & Co : Werkhof Neubau, Zuchwil";"";"";"";"";"";"Ingenieur: Heinz Isler; Bauherr(en): Vitelli & Co. Hoch- und Tiefbau (Zuchwil); Architekt: Rudolf Fankhauser";"Objektort: Ausserfeldweg, Zuchwil/SO";"Vorprojekt 1982; nicht ausgeführt";"";"";"22184";;
"2023-03-24T15:12:41+01:00";"116880";"22236";"92";"gta Aarchives";"gta Archives";"93";;;"Projekt";"Project";"Brauerei Steinhölzli Bern (Kanton) [Brauerei Steinhölzli]";"Bern (Canton) [Brewery Steinhölzli]";;;;;"Brauerei Steinhölzli";"";"";"";"";"";"Ingenieur: Heinz Isler";"Objektort: Bern";"Anfrage 1967/1968";"";"";"22185";;
"2023-03-24T15:12:41+01:00";"116881";"22237";"92";"gta Aarchives";"gta Archives";"19
20
92
163";;;"Select Isler Project
Correspondance Boesigerliste
Gebautes Werk
OK";"Select Isler Project
Correspondance Boesigerliste
Built Work
OK";"Müller GbR (Emil Dittmann Presse-Grosso GmbH & Co. KG) : Vertriebs- und Verwaltungsgebäude Staufenberg, Triftstrasse (Straße) (Strasse) Lutterberg (Ortsteil) [Müller GbR (Emil Dittmann Presse-Grosso GmbH & Co. KG) : Vertriebs- und Verwaltungsgebäude]";"Staufenberg, Triftstrasse (roads) (Street) Lutterberg (Ortsteil) [Müller GbR (Emil Dittmann Presse-Grosso Gmbh & Co. KG) : Sales and Administration Building]";;;;;"Müller GbR (Emil Dittmann Presse-Grosso GmbH & Co. KG) : Vertriebs- und Verwaltungsgebäude";"";"1989";"1990";"";"";"Ingenieur: Heinz Isler, ; Bauherr(en): Emil Dittmann Presse-Grosso GmbH & Co. KG; Architekt: Gustav Schulze (Dortmund)";"Objektort: Triftstrasse 5 / Lutterberg, Staufenberg (Niedersachsen)";"Vorprojekt 1988; ausgeführt 1989/1990";"";"";"22186";;
"2023-03-24T15:12:41+01:00";"116882";"22238";"92";"gta Aarchives";"gta Archives";"93";;;"Projekt";"Project";"Steinhof-Garage E. Anderegg : Einstellhalle und Tankstelle Fräschels (Politische Gemeinde) [Steinhof-Garage E. Anderegg : Einstellhalle und Tankstelle]";"Fräschels (Municipality) [Steinhof-Garage E. Anderegg : Parking Garage and Gas Station]";;;;;"Steinhof-Garage E. Anderegg : Einstellhalle und Tankstelle";"";"";"";"";"";"Ingenieur: Heinz Isler";"Objektort: Fräschels/FR";"Vorprojekt 1966/1967";"";"";"22187";;
"2023-03-24T15:12:41+01:00";"116883";"22239";"92";"gta Aarchives";"gta Archives";"93";;;"Projekt";"Project";"ZFH (Zweifamilienhaus) J. Zwicky Hasle bei Burgdorf (Politische Gemeinde) [ZFH (Zweifamilienhaus) J. Zwicky]";"Hasle bei Burgdorf (Municipality) [ZFH (Two Family House) J. Zwicky]";;;;;"ZFH (Zweifamilienhaus) J. Zwicky";"";"";"";"";"";"Ingenieur: Heinz Isler; Architekt: Res Wahlen (Burgdorf)";"Objektort: Hasle, Hasle-Rüegsau/BE";"Anfrage 1977";"";"";"22188";;
"2023-03-24T15:12:41+01:00";"116884";"22240";"92";"gta Aarchives";"gta Archives";"53
93";;;"Hierarchy ok!
Projekt";"Hierarchy ok!
Project";"Kleiderfabrik Schweizer & Co. AG Wangen an der Aare, Zeughausstrasse (Strasse) [Kleiderfabrik Schweizer & Co. AG]";"Wangen an der Aare, Zeughausstrasse (Street) [Clothing Factory Schweizer & Co. AG]";;;;;"Kleiderfabrik Schweizer & Co. AG";"";"";"";"";"";"Ingenieur: Heinz Isler";"Objektort: Zeughausstrasse 19, Wangen an der Aare/BE";"Vorprojekt 1983";"";"";"20377";;
"2023-03-24T15:12:41+01:00";"116885";"22241";"92";"gta Aarchives";"gta Archives";"93";;;"Projekt";"Project";"Trumpf & Co. Stuttgart (Großstadt) [Trump & Co.]";"Stuttgart (big city) [Trump & Co.]";;;;;"Trumpf & Co.";"";"";"";"";"";"Ingenieur: Heinz Isler; Architekt (oder Bauherr): Gustav Epple Bauunternehmung (Stuttgart)";"Objektort: Stuttgart";"Anfrage 1966 und 1967";"";"";"22190";;
"2023-03-24T15:12:41+01:00";"116886";"22242";"92";"gta Aarchives";"gta Archives";"93";;;"Projekt";"Project";"Montagehalle in Samstagern Samstagern (Ortschaften) [Montagehalle in Samstagern]";"Samstagern (localities) [Assembly Plant in Saturdayern]";;;;;"Montagehalle in Samstagern";"";"";"";"";"";"Ingenieur: Heinz Isler";"Objektort: Samstagern, Richterswil/ZH";"Anfrage 1982";"";"";"22191";;
"2023-03-24T15:12:41+01:00";"116887";"22243";"92";"gta Aarchives";"gta Archives";"93";;;"Projekt";"Project";"E. Gierke : Autospritzwerk : Neubau Werkhalle Herzogenbuchsee (Politische Gemeinde) [E. Gierke : Autospritzwerk : Neubau Werkhalle]";"Herzogenbuchsee (Municipality) [E. Gierke : Car Spraying Plant : New Factory Building]";;;;;"E. Gierke : Autospritzwerk : Neubau Werkhalle";"";"";"";"";"";"Ingenieur: Heinz Isler; Architekt: Heinz Stettler (Herzogenbuchsee)";"Objektort: Herzogenbuchsee/BE";"Anfrage 1971";"";"";"22192";;
"2023-03-24T15:12:41+01:00";"116888";"22244";"92";"gta Aarchives";"gta Archives";"93";;;"Projekt";"Project";"Kirchenbaukommission Boningen (Politische Gemeinde) Kappel (SO) (Politische Gemeinde) [Kirchenbaukommission]";"Boningen (Municipality) Kappel (SO) (Municipality) [Church Building Commission]";;;;;"Kirchenbaukommission";"";"";"";"";"";"Ingenieur: Heinz Isler";"Objektort: Boningen/SO; Kappel/SO";"Vorschläge 1966";"";"";"22193";;
"2023-03-24T15:12:41+01:00";"116889";"22245";"92";"gta Aarchives";"gta Archives";"93";;;"Projekt";"Project";"Tennisclub Burgdorf : Clubhaus Lindenfeld Burgdorf (Politische Gemeinde) [Tennisclub Burgdorf : Clubhaus Lindenfeld]";"Burgdorf (Municipality) [Burgdorf Tennis Club : Lindenfeld Clubhouse]";;;;;"Tennisclub Burgdorf : Clubhaus Lindenfeld";"";"";"";"";"";"Ingenieur: Heinz Isler; Architekt: Hans-Christian Müller (Burgdorf)";"Objektort: (Zähringerstrasse 39 ?), Burgdorf/BE";"Vorprojekt 1983";"";"";"22194";;
"2023-03-24T15:12:41+01:00";"116890";"22246";"92";"gta Aarchives";"gta Archives";"93";;;"Projekt";"Project";"Metallschleiferei Buchser Bätterkinden (Politische Gemeinde) [Metallschleiferei Buchser]";"Bätterkinden (Municipality) [Metal Grinding Shop Buchser]";;;;;"Metallschleiferei Buchser";"";"";"";"";"";"Ingenieur: Heinz Isler";"Objektort: Bätterkinden/BE";"Anfrage 1961";"";"";"22195";;
"2023-03-24T15:12:41+01:00";"116891";"22247";"92";"gta Aarchives";"gta Archives";"93";;;"Projekt";"Project";"Alterswohnheim : Neubau Kirchberg (Siedlung) [Alterswohnheim Kirchberg]";"Kirchberg (inhabited places) [Kirchberg Retirement Home]";;;;;"Alterswohnheim : Neubau";"";"";"";"";"";"Ingenieur: Heinz Isler";"Objektort: Kirchberg/BE";"Acquisition 1979";"";"";"22197";;
"2023-03-24T15:12:41+01:00";"116892";"22248";"92";"gta Aarchives";"gta Archives";"91";;;"Œuvres";"Œuvres";"Mathieu Lyon (Gemeinde in Frankreich)";"Mathieu Lyon (commune of France)";;;;;"Mathieu";"Mathieu";"1970";"1970";"";"";"Ingenieur: Heinz Isler";"Objektort: Lyon";"Vorprojekt 1970";"1970";"1970";;;
"2023-03-24T15:12:41+01:00";"116893";"22249";"92";"gta Aarchives";"gta Archives";"91";;;"Œuvres";"Œuvres";"Ski Dome : Ludwig Morasch";"Ski Dome : Ludwig Morasch";;;;;"Ski Dome : Ludwig Morasch";"Ski Dome : Ludwig Morasch";"1998";"1998";"";"";"Ingenieur: Heinz Isler";"(???)";"Vorprojekt 1998";"1998";"1998";;;
"2023-03-24T15:12:41+01:00";"116894";"22250";"92";"gta Aarchives";"gta Archives";"55
91";;;"To be deleted - do not link!
Œuvres";"To be deleted - do not link!
Œuvres";"[Bürohaus Waldwiese] : Stahlständer für Fünfeck-Modell";"[Bürohaus Waldwiese] : Stahlständer für Fünfeck-Modell";;;;;"[Bürohaus Waldwiese] : Stahlständer für Fünfeck-Modell";"";"";"";"";"";"Ingenieur: Heinz Isler";"Objektort: s.l.";"datiert 7.10.1993";;;;;
"2023-03-24T15:12:41+01:00";"116895";"22251";"92";"gta Aarchives";"gta Archives";"91";;;"Œuvres";"Œuvres";"Holzbrücke Reichenau Reichenau (Siedlung)";"Reichenau Wooden Bridge Reichenau (inhabited places)";;;;;"Holzbrücke Reichenau";"Reichenau Wooden Bridge";"1985";"1985";"";"";"Ingenieure: Heinz Isler, Rätia AG, Aeschlimann und Glauser AG; Beteiligt: Emil Roth + Co., Philipp Meuli, Frars Berther, Murer SA";"Objektort: Reichenau/GR";"Vorprojekt 1985";"1985";"1985";;;
"2023-03-24T15:12:41+01:00";"116897";"22253";"92";"gta Aarchives";"gta Archives";"91";;;"Œuvres";"Œuvres";"Firma W. Bischof : Lagerhalle Staad";"Company W. Bischof : Warehouse Staad";;;;;"Firma W. Bischof : Lagerhalle";"Company W. Bischof : Warehouse";"1970";"1970";"";"";"Ingenieur: Heinz Isler; Architekt: Fioravante Cattozzo (St. Gallen)";"Objektort: Staad, Thal/SG";"Anfrage 1970";"1970";"1970";;;
"2023-03-24T15:12:41+01:00";"116898";"22254";"92";"gta Aarchives";"gta Archives";"53
91";;;"Hierarchy ok!
Œuvres";"Hierarchy ok!
Œuvres";"Quelle Versandhaus, Verbrauchermarkt : Verkaufshalle mit Restaurant, Lagerfläche, Verwaltungsgebäude Nürnberg (Großstadt)";"Quelle Mail Order Company, Hypermarket : Sales Hall With Restaurant, Storage Area, Administration Building Nürnberg (big city)";;;;;"Quelle Versandhaus, Verbrauchermarkt : Verkaufshalle mit Restaurant, Lagerfläche, Verwaltungsgebäude";"Quelle Mail Order Company, Hypermarket : Sales Hall With Restaurant, Storage Area, Administration Building";"1966";"1967";"";"";"Ingenieur: Heinz Isler; Auftraggeber: Grossversandhaus Quelle (Fürth in Bayern)";"Objektort: Nürnberg";"Vorprojekt 1966/1967";" 1966 - 1967";"1966 to 1967";;;
"2023-03-24T15:12:41+01:00";"116899";"22255";"92";"gta Aarchives";"gta Archives";"91";;;"Œuvres";"Œuvres";"Acton GmbH : Lagerhalle mit Verwaltungsgebäude Herbolzheim (Stadt in Deutschland)";"Herbolzheim (urban municipality of Germany)";;;;;"Acton GmbH : Lagerhalle mit Verwaltungsgebäude";"";"";"";"";"";"Ingenieur: Heinz Isler; Architekt: Günther Schmidt";"Objektort: Herbolzheim";"Vorprojekt 1998";;;;;
"2023-03-24T15:12:41+01:00";"116900";"22256";"92";"gta Aarchives";"gta Archives";"55
91";;;"To be deleted - do not link!
Œuvres";"To be deleted - do not link!
Œuvres";"Daimler-Benz Sindelfingen (Große Kreisstadt)";"Sindelfingen (big district town)";;;;;"Daimler-Benz";"";"";"";"";"";"Ingenieur: Heinz Isler";"Objektort: Sindelfingen";"Vorprojekt zwischen 1967 und 1969";;;;;
"2023-03-24T15:12:41+01:00";"116901";"22257";"92";"gta Aarchives";"gta Archives";"55
91";;;"To be deleted - do not link!
Œuvres";"To be deleted - do not link!
Œuvres";"Autobahn-Werkhof Bern : Anbau Bern (Politische Gemeinde)";"Bern (Municipality)";;;;;"Autobahn-Werkhof Bern : Anbau";"";"1982";"1982";"";"";"Ingenieur: Heinz Isler";"Objektort: (Schermenweg 15 ?), Bern";"Projekt 1982";;;;;
"2023-03-24T15:12:41+01:00";"116902";"22258";"92";"gta Aarchives";"gta Archives";"91";;;"Œuvres";"Œuvres";"Daimler-Benz AG (Mercedes) : Werk Rastatt : Industriepark Rastatt (Große Kreisstadt) [Daimler-Benz AG (Mercedes) : Werk Rastatt : Industriepark]";"Rastatt (big district town) [Daimler-Benz AG (Mercedes) : Rastatt Plant : Industrial Park]";;;;;"Daimler-Benz AG (Mercedes) : Werk Rastatt : Industriepark";"";"";"";"";"";"Ingenieur: Heinz Isler; Architekt: Christoph Kohlbecker (Gaggenau)";"Objektort: Rastatt";"Vorprojekt 1995";;;;;
"2023-03-24T15:12:41+01:00";"116903";"22259";"92";"gta Aarchives";"gta Archives";"91";;;"Œuvres";"Œuvres";"Impianto di depurazione Acqua IDA (Abwasserreinigungsanlage ARA) Biasca : Hofüberdachung Biasca (Politische Gemeinde)";"Impianto Di Depurazione Acqua Ida (Ara) Biasca : Courtyard Canopy Biasca (Municipality)";;;;;"Impianto di depurazione Acqua IDA (Abwasserreinigungsanlage ARA) Biasca : Hofüberdachung";"Impianto Di Depurazione Acqua Ida (Ara) Biasca : Courtyard Canopy";"1982";"1982";"";"";"Ingenieur: Heinz Isler";"Objektort: Biasca/TI";"Projekt 1982; ausgeführt";"1982";"1982";;;
"2023-03-24T15:12:41+01:00";"116904";"22260";"92";"gta Aarchives";"gta Archives";"55
91";;;"To be deleted - do not link!
Œuvres";"To be deleted - do not link!
Œuvres";"Rosenthal & Rustemeier";"Rosenthal & Rustemeier";;;;;"Rosenthal & Rustemeier";"";"";"";"";"";"Ingenieur: Heinz Isler; Ausführung (Bauunternehmen): Nickel + Eggeling GmbH & Co. KG (Dortmund)";"(Objektort: ???)";"Anfrage 1988";;;;;
"2023-03-24T15:12:41+01:00";"116905";"22261";"92";"gta Aarchives";"gta Archives";"91";;;"Œuvres";"Œuvres";"Bau- und Strassenkommission Langnau Langnau im Emmental (Politische Gemeinde)";"Langnau im Emmental (Municipality)";;;;;"Bau- und Strassenkommission Langnau";"";"";"";"";"";"Ingenieur: Heinz Isler";"Objektort: Langnau/BE";"Vorschlag 1966";;;;;
"2023-03-24T15:12:41+01:00";"116906";"22262";"92";"gta Aarchives";"gta Archives";"91";;;"Œuvres";"Œuvres";"Zweifamilienhaus mit Werkstatt Lang Hochdorf, Ligschwilstrasse (Straße)";"Two-Family House With Workshop Lang Hochdorf, Ligschwilstrasse (roads)";;;;;"Zweifamilienhaus mit Werkstatt Lang";"Two-Family House With Workshop Lang";"1971";"1971";"";"";"Ingenieur: Heinz Isler; Architekt: Theo von Rotz (Rothenburg); Bauherr: Robert Lang";"Objektort: Ligschwilstrasse, Urswil, Hochdorf/LU";"Projekt 1971; nicht ausgeführt";"1971";"1971";;;
"2023-03-24T15:12:41+01:00";"116907";"22263";"92";"gta Aarchives";"gta Archives";"91";;;"Œuvres";"Œuvres";"Carl Pohle Rheidt (Siedlung)";"Rheidt (inhabited places)";;;;;"Carl Pohle";"";"";"";"";"";"Ingenieur: Heinz Isler";"Objektort: Rheidt (, Niederkassel oder -Hüchelhoven, Bergheim)";"Vorprojekt 1964";;;;;
"2023-03-24T15:12:41+01:00";"116908";"22264";"92";"gta Aarchives";"gta Archives";"91";;;"Œuvres";"Œuvres";"Baumeister Urs Grütter : Halle in Tschechien Československo Czechoslovakia Tschechoslowakei";"Československo Czechoslovakia Tschechoslowakei";;;;;"Baumeister Urs Grütter : Halle in Tschechien";"";"";"";"";"";"Ingenieur: Heinz Isler";"Objektort: Tschechoslowakei";"Vorprojekt 1995";;;;;
"2023-03-24T15:12:41+01:00";"116909";"22265";"92";"gta Aarchives";"gta Archives";"91";;;"Œuvres";"Œuvres";"Walser GmbH : Ausstellungshalle Hohenems (Gemeinde in Österreich)";"Walser GmbH : Exhibition Hall Hohenems (municipality of Austria)";;;;;"Walser GmbH : Ausstellungshalle";"Walser GmbH : Exhibition Hall";"1999";"1999";"";"";"Ingenieur: Heinz Isler";"Objektort: Hohenems";"Vorprojekt 1999";"1999";"1999";;;
"2023-03-24T15:12:41+01:00";"116910";"22266";"92";"gta Aarchives";"gta Archives";"91";;;"Œuvres";"Œuvres";"Kabel- und Kunststoffwerke Suhner & Co. AG Herisau (Politische Gemeinde)";"Kabel- und Kunststoffwerke Suhner & Co. AG Herisau (Municipality)";;;;;"Kabel- und Kunststoffwerke Suhner & Co. AG";"Kabel- und Kunststoffwerke Suhner & Co. AG";"1964";"1966";"";"";"Ingenieur: Heinz Isler; Architekt: Hans-Ulrich Hohl (Herisau)";"Objektort: Herisau/AR";"Vorschlag 1965";" 1964 - 1966";"1964 to 1966";;;
"2023-03-24T15:12:41+01:00";"116911";"22267";"92";"gta Aarchives";"gta Archives";"19
53
91";;;"Select Isler Project
Hierarchy ok!
Œuvres";"Select Isler Project
Hierarchy ok!
Œuvres";"Schausteller Laubscher (heute Laubscher Lunapark AG) Studen, Giessenweg (Straße)";"Schausteller Laubscher (Today Laubscher Lunapark AG) Studen, Giessenweg (roads)";;;;;"Schausteller Laubscher (heute Laubscher Lunapark AG)";"Schausteller Laubscher (Today Laubscher Lunapark AG)";"1969";"1969";"";"";"Ingenieur: Heinz Isler; Architekt: Stettler + Haller Architekten (Biel); Ausführung (Bauunternehmen): Willi Bösiger AG (Langenthal); Bauherr: W. Laubscher";"Objektort: Giessenweg 1, Studen/BE";"ausgeführt 1969";;;;;
"2023-03-24T15:12:41+01:00";"116912";"22268";"92";"gta Aarchives";"gta Archives";"19
91";;;"Select Isler Project
Œuvres";"Select Isler Project
Œuvres";"Grob, Architekt Sargans Sargans (Politische Gemeinde)";"Grob, Architect Sargans Sargans (Municipality)";;;;;"Grob, Architekt Sargans";"Grob, Architect Sargans";"1968";"1968";"";"";"Ingenieur: Heinz Isler";"Objektort: Sargans/SG; (oder Romanshorn/TG?)";"Vorprojekt 1968";" 1968";"1968";;;
"2023-03-24T15:12:41+01:00";"116913";"22269";"92";"gta Aarchives";"gta Archives";"55
91";;;"To be deleted - do not link!
Œuvres";"To be deleted - do not link!
Œuvres";"Maschinenfabrik Seewer AG (heute RONDO Burgdorf AG) Burgdorf, Heimiswilstrasse (Teile von bewohnten Orten)";"Burgdorf, Heimiswilstrasse (parts of inhabited places)";;;;;"Maschinenfabrik Seewer AG (heute RONDO Burgdorf AG)";"";"1972";"1974";"";"";"Ingenieur: Heinz Isler; Architekt: Max Schio & Sohn (Burgdorf); Bauherr(en): Maschinenfabrik Seewer AG";"Objektort: Heimiswilstrasse 42, Burgdorf/BE";"ausgeführt 1972/1974";;;;;
"2023-03-24T15:12:41+01:00";"116914";"22270";"92";"gta Aarchives";"gta Archives";"91";;;"Œuvres";"Œuvres";"Überbauung Im Park : Spielhöhle Ittigen, Jurastrasse (Straße) Ittigen, Im Park (Straße) Ittigen, Fischrain (Straße)";"Overbuilding in the Park : Play Cave Ittigen, Jurastrasse (roads) Ittigen, Im Park (roads) Ittigen, Fischrain (roads)";;;;;"Überbauung Im Park : Spielhöhle";"Overbuilding in the Park : Play Cave";"1983";"1983";"";"";"Ingenieur: Heinz Isler; Architekt: René Burkhalter; Landschaftsarchitektin: Helgard Zeh";"Objektort: Jurastrasse / Im Park / Fischrain, Ittigen/BE";"Anfrage 1983";"1983";"1983";;;
"2023-03-24T15:12:41+01:00";"116915";"22271";"92";"gta Aarchives";"gta Archives";"53
91";;;"Hierarchy ok!
Œuvres";"Hierarchy ok!
Œuvres";"Aluminium AG Menziken (Politische Gemeinde)";"Menziken (Municipality)";;;;;"Aluminium AG";"";"";"";"";"";"Ingenieur: Heinz Isler";"Objektort: Menziken/AG";"datiert 1961";;;;;
"2023-03-24T15:12:41+01:00";"116916";"22272";"92";"gta Aarchives";"gta Archives";"91";;;"Œuvres";"Œuvres";"Moschee Tripolis Ṭarābulus Tripoli (Siedlung)";"Mosque Tripolis Ṭarābulus Tripoli (inhabited places)";;;;;"Moschee Tripolis";"Mosque Tripolis";"1980";"1980";"";"";"Ingenieur: Heinz Isler";"Objektort: Tripolis Libyen";"Vorprojekt (Anfrage): 1980";" 1980";"1980";;;
"2023-03-24T15:12:41+01:00";"116917";"22273";"92";"gta Aarchives";"gta Archives";"91";;;"Œuvres";"Œuvres";"Coca Cola : Getränkegesellschaft Schwarzwald : Lagerhalle Freiburg im Breisgau, Hochdorf (Ortsteil)";"Freiburg im Breisgau, Hochdorf (Ortsteil)";;;;;"Coca Cola : Getränkegesellschaft Schwarzwald : Lagerhalle";"";"";"";"";"";"Ingenieur: Heinz Isler; Architekt: Udo W. Hoffmann";"Objektort: Hochdorf, Freiburg im Breisgau";"Vorprojekt 1997";;;;;
"2023-03-24T15:12:41+01:00";"116918";"22274";"92";"gta Aarchives";"gta Archives";"91";;;"Œuvres";"Œuvres";"Claudia Strobel : Autobahn-Einhausung Böbingen (Gemeinde in Deutschland) Sindelfingen (Große Kreisstadt)";"Böbingen (municipality of Germany) Sindelfingen (big district town)";;;;;"Claudia Strobel : Autobahn-Einhausung";"";"";"";"";"";"Ingenieur: Heinz Isler";"Objektort: Böblingen; Sindelfingen";"Anfrage 2009";;;;;
"2023-03-24T15:12:41+01:00";"116919";"22275";"92";"gta Aarchives";"gta Archives";"91";;;"Œuvres";"Œuvres";"Müller & Anliker AG Langenthal (Politische Gemeinde)";"Müller & Anliker AG Langenthal (Municipality)";;;;;"Müller & Anliker AG";"Müller & Anliker AG";"1964";"1964";"";"";"Ingenieur: Heinz Isler";"Objektort: Langenthal/BE";"Vorprojekt 1964";"1964";"1964";;;
"2023-03-24T15:12:41+01:00";"116920";"22276";"92";"gta Aarchives";"gta Archives";"91";;;"Œuvres";"Œuvres";"Kaverneneinbauten : Mitholz (A + B); Kunststoff-Gewölbeschalen Mitholz (Ortsteile)";"Cavern Installations : Mitholz (A + B); Plastic Vaulted Bowls Mitholz (Ortsteile)";;;;;"Kaverneneinbauten : Mitholz (A + B); Kunststoff-Gewölbeschalen";"Cavern Installations : Mitholz (A + B); Plastic Vaulted Bowls";"1979";"1982";"";"";"Ingenieure: Heinz Isler (Einbauten), M. Lüthy (Tiefbauarbeiten); Bauherr: Amt für Bundesbauten; beteiligt: Eidgenössische Materialprüfungs- und Forschungsanstalt EMPA, Horlacher AG (Unternehmer)";"Objektort: Mitholz, Kandergrund/BE";"datiert 1979/1982";" 1979 - 1982";"1979 to 1982";;;
"2023-03-24T15:12:41+01:00";"116921";"22277";"92";"gta Aarchives";"gta Archives";"91";;;"Œuvres";"Œuvres";"Weberei Gyr & Co. : Erweiterung Matzingen (Politische Gemeinde)";"Weaving Gyr & Co. : Extension Matzingen (Municipality)";;;;;"Weberei Gyr & Co. : Erweiterung";"Weaving Gyr & Co. : Extension";"1962";"1962";"";"";"Ingenieur: Heinz Isler; Architekt: Armin Possert (Frauenfeld)";"Objektort: Matzingen/TG";"Vorprojekt 1962";"1962";"1962";;;
"2023-03-24T15:12:41+01:00";"116922";"22278";"92";"gta Aarchives";"gta Archives";"30
91";;;"verify
Œuvres";"verify
Œuvres";"Stappelbehälter Thun (Bezirk)";"Thun (District)";;;;;"Stappelbehälter";"";"";"";"";"";"Ingenieur: Heinz Isler";"Objektort: Thun";"Projekt 1986";;;;;
"2023-03-24T15:12:41+01:00";"116923";"22279";"92";"gta Aarchives";"gta Archives";"53
91";;;"Hierarchy ok!
Œuvres";"Hierarchy ok!
Œuvres";"Friedhofgebäude Oberkirch Frauenfeld (Bezirk)";"Oberkirch Cemetery Building Frauenfeld (District)";;;;;"Friedhofgebäude Oberkirch";"Oberkirch Cemetery Building";"1967";"1968";"";"";"Ingenieur: Heinz Isler";"Objektort: Frauenfeld";"Vorprojekt 1967";"1967";"1967 to 1968";;;
"2023-03-24T15:12:41+01:00";"116924";"22280";"92";"gta Aarchives";"gta Archives";"91";;;"Œuvres";"Œuvres";"Sport Village Bolton Bolton (Kleinstadt)";"Sport Village Bolton Bolton (town)";;;;;"Sport Village Bolton";"Sport Village Bolton";"1993";"1993";"";"";"Ingenieur: Heinz Isler; Architekt: Copeland Associates, Haus + Herd";"Objektort: Bolton/Greater Manchester";"Vorprojekt 1993";"1993";"1993";;;
"2023-03-24T15:12:41+01:00";"116925";"22281";"92";"gta Aarchives";"gta Archives";"30
55
91";;;"verify
To be deleted - do not link!
Œuvres";"verify
To be deleted - do not link!
Œuvres";"Skizzen zur Kuppelproduktion (Oblichter)";"Skizzen zur Kuppelproduktion (Oblichter)";;;;;"Skizzen zur Kuppelproduktion (Oblichter)";"";"";"";"";"";"Ingenieur: Heinz Isler";"";"Skizzen 1957";;;;;
"2023-03-24T15:12:41+01:00";"116926";"22282";"92";"gta Aarchives";"gta Archives";"91";;;"Œuvres";"Œuvres";"Sporthalle Dagmersellen (Politische Gemeinde)";"Gym Dagmersellen (Municipality)";;;;;"Sporthalle";"Gym";"1982";"1982";"";"";"Ingenieur: Heinz Isler; Architekt: K. Meyer";"Objektort: Dagmarsellen LU (?)";"Anfrage 1982";"1982";"1982";;;
"2023-03-24T15:12:41+01:00";"116927";"22283";"92";"gta Aarchives";"gta Archives";"91";;;"Œuvres";"Œuvres";"Projekt in Herzogenbuchsee Herzogenbuchsee (Politische Gemeinde)";"Project in Herzogenbuchsee Herzogenbuchsee (Municipality)";;;;;"Projekt in Herzogenbuchsee";"Project in Herzogenbuchsee";"1983";"1983";"";"";"Ingenieur: Heinz Isler";"Objektort: Herzogenbuchsee/BE";"Vorprojekt 1983";"1983";"1983";;;
