_exported_at;_system_object_id;_id;_pool;_pool#de-DE;_pool#en-US;_tags#id;_tags#reference;_tags#shortname;_tags#de-DE;_tags#en-US;_standard#de-DE;_standard#en-US;oeu_legacy_person;oeu_legacy_place;oeu_legacy_chrono;oeu_legacy_note;oeu_nc_name#de-DE;oeu_nc_name#en-US;oeu_archive_exist_construct_timespan#from;oeu_archive_exist_construct_timespan#to;oeu_archive_exist_destruct_timespan#from;oeu_archive_exist_destruct_timespan#to;oeu_descr_legacy_person;oeu_descr_legacy_places;oeu_descr_legacy_chronology;oeu_archive_exist_construct_timespan#text#de-DE;oeu_archive_exist_construct_timespan#text#en-US;_id_parent;oeu_archive_exist_destruct_timespan#text#de-DE;oeu_archive_exist_destruct_timespan#text#en-US
"2023-03-24T15:12:05+01:00";"112539";"17895";"92";"gta Aarchives";"gta Archives";"91";;;"Œuvres";"Œuvres";"Schweizerische Drahtziegelfabrik Lotzwil SDL AG Lotzwil (Politische Gemeinde)";"Swiss Wirecut Brick Factory Lotzwil SDL AG Lotzwil (Municipality)";;;;;"Schweizerische Drahtziegelfabrik Lotzwil SDL AG";"Swiss Wirecut Brick Factory Lotzwil SDL AG";"1964";"1966";;;"Ingenieur: Heinz Isler";"Objektort: Lotzwil/BE";"Vorschlag 1966";" 1964 - 1966";"1964 to 1966";;;
"2023-03-24T15:12:05+01:00";"112540";"17896";"92";"gta Aarchives";"gta Archives";"91";;;"Œuvres";"Œuvres";"Feriendorf (heute Hotel) Twannberg : Iglus Twann-Tüscherz, Twannberg";"Feriendorf (Today Hotel) Twannberg : Igloos Twann-Tüscherz, Twannberg";;;;;"Feriendorf (heute Hotel) Twannberg : Iglus";"Feriendorf (Today Hotel) Twannberg : Igloos";"1970";"1971";;;"Ingenieur: Heinz Isler; Architekt: Justus Dahinden; Bauherr(en): Pro Juventute, Pro Infirmis, Pro Senectute, Verband Behindertensport, Aktion Denk an mich, [Dieter Schmid, Wolfgang Feierbach]";"Objektort: Twannberg 9, Twann/BE";"Vorprojekt 1970/1971";" 1970 - 1971";"1970 to 1971";;;
"2023-03-24T15:12:05+01:00";"112541";"17897";"92";"gta Aarchives";"gta Archives";"53
91";;;"Hierarchy ok!
Œuvres";"Hierarchy ok!
Œuvres";"Bürohaus Waldwiese Heinz Isler Lyssach, Emmenweg (Teile von bewohnten Orten)";"Lyssach, Emmenweg (parts of inhabited places)";;;;;"Bürohaus Waldwiese Heinz Isler";"";"1965";"1965";;;"Ingenieur: Heinz Isler; Bauherr: Heinz Isler; Architekten: Baumeler + Bitterli (Zürich)";"Objektort: Emmenweg 12, Lyssach/BE";"ausgeführt 1965";;;;;
"2023-03-24T15:12:05+01:00";"112542";"17898";"92";"gta Aarchives";"gta Archives";"93";;;"Projekt";"Project";"Sport Leisure + Retail Centre Daventry Daventry (Kleinstadt) [Sport Freizeit + Einzelhandelszentrum Daventry]";"Daventry (town) [Sport Leisure + Retail Center Daventry]";;;;;"Sport Leisure + Retail Centre Daventry";"";"";"";;;"Ingenieur: Heinz Isler; Architekt: Copeland Associates, Haus + Herd";"Objektort: Daventry/Northhamptonshire";"Vorprojekt 1993";"";"";"17798";;
"2023-03-24T15:12:05+01:00";"112544";"17900";"92";"gta Aarchives";"gta Archives";"53
93
139";;;"Hierarchy ok!
Projekt
Isler verify";"Hierarchy ok!
Project
Isler verify";"Blaha Cham (Politische Gemeinde)";"Cham (Municipality)";;;;;"Blaha";"";"";"";;;"Ingenieur: Heinz Isler";"Objektort: Cham/ZG";"Anfrage 1967";"";"";"20997";;
"2023-03-24T15:12:05+01:00";"112545";"17901";"92";"gta Aarchives";"gta Archives";"93";;;"Projekt";"Project";"Ingenieurbüro Bocion Köniz (Politische Gemeinde) [Ingenieurbüro Bocion]";"Köniz (Municipality) [Bocion Engineering Office]";;;;;"Ingenieurbüro Bocion";"";"";"";;;"Ingenieur: Heinz Isler";"Objektort: Köniz/BE";"Anfrage 1966";"";"";"17850";;
"2023-03-24T15:12:05+01:00";"112546";"17902";"92";"gta Aarchives";"gta Archives";"93";;;"Projekt";"Project";"Variantenstudium für die Fassaden eines Gebäudes mit 3 Buckelschalen [Variantenstudium für die Fassaden eines Gebäudes mit 3 Buckelschalen]";"[Study of Variants for the Facades of a Building With 3 Hump Shells]";;;;;"Variantenstudium für die Fassaden eines Gebäudes mit 3 Buckelschalen";"";"";"";;;"Ingenieur: Heinz Isler";"";"undatiert [1960/1970]";"";"";"17851";;
"2023-03-24T15:12:05+01:00";"112547";"17903";"92";"gta Aarchives";"gta Archives";"93";;;"Projekt";"Project";"The Florida State University : Nautilus Foundation : Art Collection Center Florida (Bundesstaat der Vereinigten Staaten) [Die Florida State University : Nautilus-Stiftung : Kunstsammlungszentrum]";"Florida (U.S. state) [The Florida State University: Nautilus Foundation: Art Collection Center]";;;;;"The Florida State University : Nautilus Foundation : Art Collection Center";"";"";"";;;"Ingenieur: Heinz Isler";"Objektort: Florida USA";"Vorprojekt 1987";"";"";"17852";;
"2023-03-24T15:12:05+01:00";"112548";"17904";"92";"gta Aarchives";"gta Archives";"93
139";;;"Projekt
Isler verify";"Project
Isler verify";"Fabrikationshalle : [Anbau]";"Fabrikationshalle : [Anbau]";;;;;"Fabrikationshalle : [Anbau]";"";"";"";;;"Ingenieur: Heinz Isler";"";"undatiert [1963/1967]";"";"";"17853";;
"2023-03-24T15:12:05+01:00";"112549";"17905";"92";"gta Aarchives";"gta Archives";"93";;;"Projekt";"Project";"Ch. Hässig Maschinen + Werkzeuge Lyssach (Politische Gemeinde) [Ch. Hässig Maschinen + Werkzeuge]";"Lyssach (Municipality) [Ch. Hässig Maschines + Tools]";;;;;"Ch. Hässig Maschinen + Werkzeuge";"";"";"";;;"Ingenieur: Heinz Isler";"Objektort: Lyssach/BE";"Vorprojekt 1996";"";"";"17854";;
"2023-03-24T15:12:05+01:00";"112550";"17906";"92";"gta Aarchives";"gta Archives";"93";;;"Projekt";"Project";"Verbandsmolkerei Zürich VMZ : „Herdern“ : Neubau Zürich (Kanton) [Verbandsmolkerei Zürich VMZ : „Herdern“ : Neubau]";"Zürich (Canton) [Union Dairy Zürich VMZ : ""Herdern""]";;;;;"Verbandsmolkerei Zürich VMZ : „Herdern“ : Neubau";"";"";"";;;"Ingenieur: Heinz Isler";"Objektort: Zürich";"Vorprojekt 1971";"";"";"17855";;
"2023-03-24T15:12:05+01:00";"112551";"17907";"92";"gta Aarchives";"gta Archives";"93";;;"Projekt";"Project";"Carrosserie Reparaturen-Halle Heilbronn (Stadtkreis in Baden-Württemberg) [Carrosserie Reparaturen-Halle]";"Heilbronn (city district of Baden-Württemberg) [Car Body Repair Hall]";;;;;"Carrosserie Reparaturen-Halle";"";"";"";;;"Ingenieur: Heinz Isler; Architekt (oder Bauherr): Gustav Epple Bauunternehmung (Stuttgart)";"Objektort: Heilbronn";"Anfrage 1968";"";"";"17856";;
"2023-03-24T15:12:05+01:00";"112552";"17908";"92";"gta Aarchives";"gta Archives";"93";;;"Projekt";"Project";"Geiser Diät-Reformbrot AG,Münchenbuchsee Münchenbuchsee (Politische Gemeinde) [Geiser Diät-Reformbrot AG, Münchenbuchsee]";"Münchenbuchsee (Municipality) [Geiser Dietary Health Bread AG, Münchenbuchsee]";;;;;"Geiser Diät-Reformbrot AG,Münchenbuchsee";"";"";"";;;"Ingenieur: Heinz Isler; Architekten: K. und A. Ihly; beteiligt: frebal ag (Einrichtung)";"Objektort: Münchenbuchsee/BE";"Projekt 1976";"";"";"17857";;
"2023-03-24T15:12:05+01:00";"112553";"17909";"92";"gta Aarchives";"gta Archives";"93";;;"Projekt";"Project";"Bau- und Industriemaschinen Ed. Aeberhardt AG [Bau- und Industriemaschinen Ed. Aeberhardt AG]";"[Bau- und Industriemaschinen Ed. Aeberhardt AG]";;;;;"Bau- und Industriemaschinen Ed. Aeberhardt AG";"";"";"";;;"Ingenieur: Heinz Isler";"(erwähnt: «Autobahn A1»)";"Anfrage 1967";"";"";"17858";;
"2023-03-24T15:12:05+01:00";"112554";"17910";"92";"gta Aarchives";"gta Archives";"53
93";;;"Hierarchy ok!
Projekt";"Hierarchy ok!
Project";"Vorprojekte Migros-Genossenschaft Bern Bern (Politische Gemeinde) [Vorprojekte Migros-Genossenschaft Bern]";"Bern (Municipality) [Preliminary Projects of the Migros Cooperative Bern]";;;;;"Vorprojekte Migros-Genossenschaft Bern";"";"";"";;;"Ingenieur: Heinz Isler; Auftraggeber: Migros-Genossenschaft Bern";"";"Vorprojekt 1960/1971";"";"";"17859";;
"2023-03-24T15:12:05+01:00";"112555";"17911";"92";"gta Aarchives";"gta Archives";"30
93
139";;;"verify
Projekt
Isler verify";"verify
Project
Isler verify";"Architekt Willy Schuchter St. Gallen (Kanton)";"St. Gallen (Canton)";;;;;"Architekt Willy Schuchter";"";"";"";;;"Ingenieur: Heinz Isler; Architekt: Willy Schuchter (St. Gallen)";"Objektort: St. Gallen";"Anfrage 1965";"";"";"17860";;
"2023-03-24T15:12:05+01:00";"112556";"17912";"92";"gta Aarchives";"gta Archives";"92
163";;;"Gebautes Werk
OK";"Built Work
OK";"Zwirnerei Bäumlin, Ernst & Co. Erlen, Ennetaach (Straße) [Zwirnerei Bäumlin, Ernst & Co. Erlen]";"Erlen, Ennetaach (roads) [Twisting Bäumlin, Ernst & Co. Erlen]";;;;;"Zwirnerei Bäumlin, Ernst & Co.";"";"1952";"1952";;;"Ingenieure: Heinz Isler, Weder & Prim (St. Gallen); Architekten: Stäheli & Kobe (St. Gallen); Bauherr(en): Zwirnerei Bäumlin, Ernst & Co.";"Objektort: Ennetaach, Erlen/TG";"ausgeführt 1952";"";"";"17861";;
"2023-03-24T15:12:05+01:00";"112557";"17913";"92";"gta Aarchives";"gta Archives";"93";;;"Projekt";"Project";"Wäscherei Ettlingen (Große Kreisstadt) [Wäscherei]";"Ettlingen (big district town) [Laundry]";;;;;"Wäscherei";"";"";"";;;"Ingenieur: Heinz Isler";"Objektort: Ettlingen";"Vorprojekt 1966";"";"";"17862";;
"2023-03-24T15:12:05+01:00";"112558";"17914";"92";"gta Aarchives";"gta Archives";"93";;;"Projekt";"Project";"Baumgartner Transporte : Einstellhalle Hindelbank (Politische Gemeinde) [Baumgartner Transporte : Einstellhalle]";"Hindelbank (Municipality) [Baumgartner Transporte : Garage]";;;;;"Baumgartner Transporte : Einstellhalle";"";"";"";;;"Ingenieur: Heinz Isler; Bauherr: Heinz Baumgartner (Kirchberg)";"Objektort: Hindelbank/BE";"Vorprojekt 1995";"";"";"17863";;
"2023-03-24T15:12:05+01:00";"112559";"17915";"92";"gta Aarchives";"gta Archives";"93";;;"Projekt";"Project";"Logistik-Hallen : Sachsentrans GmbH Glauchau (Große Kreisstadt) [Logistik-Hallen : Sachsentrans GmbH]";"Glauchau (big district town) [Logistics Halls : Sachsentrans Gmbh]";;;;;"Logistik-Hallen : Sachsentrans GmbH";"";"";"";;;"Ingenieur: Heinz Isler; Architekt: Copla-Bau";"Objektort: Glauchau";"Vorprojekt 1996";"";"";"17864";;
"2023-03-24T15:12:05+01:00";"112560";"17916";"92";"gta Aarchives";"gta Archives";"53
93";;;"Hierarchy ok!
Projekt";"Hierarchy ok!
Project";"Hauptbahnhof Stuttgart 21 : Wettbewerbsabgaben Stuttgart (Großstadt) [Hauptbahnhof Stuttgart 21 : Wettbewerbsabgaben]";"Stuttgart (big city) [Central Station Stuttgart 21 : Competition Entry]";;;;;"Hauptbahnhof Stuttgart 21 : Wettbewerbsabgaben";"";"";"";;;"Ingenieur: Heinz Isler, Happold Ingenieurbüro GmbH; Architekten: Ingenhoven Architects (Düsseldorf), Frei Otto; Bauherr(en): Deutsche Bahn DB AG";"Objektort: Stuttgart";"Vorprojekte oder Wettbewerb 1997/1999";"";"";"21262";;
"2023-03-24T15:12:05+01:00";"112561";"17917";"92";"gta Aarchives";"gta Archives";"93";;;"Projekt";"Project";"Lee Valley : Schale London (Siedlung) [Lee Valley : Schale]";"London (inhabited places) [Lee Valley : Shell]";;;;;"Lee Valley : Schale";"";"";"";;;"Ingenieur: Heinz Isler";"Objektort: London";"Anfrage 1985/1992";"";"";"17866";;
"2023-03-24T15:12:05+01:00";"112562";"17918";"92";"gta Aarchives";"gta Archives";"93";;;"Projekt";"Project";"Hotel oder Bergbahnstation Piz Sol (Pizol) Bad Ragaz, Pardiel (Ortsteile) [Hotel oder Bergbahnstation Piz Sol (Pizol)]";"Bad Ragaz, Pardiel (Ortsteile) [Hotel or Mountain Railway Station Piz Sol (Pizol)]";;;;;"Hotel oder Bergbahnstation Piz Sol (Pizol)";"";"";"";;;"Ingenieur: Heinz Isler; Architekten: H. Adank & E. Lüdi (Chur), Walt[h]er Niehus (Zürich); Bauherr(en): Bergbahnen Bad Ragaz - Piz Sol AG";"Objektort: Pardiel, Bad Ragaz/SG";"Projekt 1963";"";"";"17867";;
"2023-03-24T15:12:05+01:00";"112563";"17919";"92";"gta Aarchives";"gta Archives";"53
93";;;"Hierarchy ok!
Projekt";"Hierarchy ok!
Project";"Bubble : Swiss-Dome : Kugelhäuser in Spanien [Bubble : Swiss-Dome : Kugelhäuser in Spanien]";"[Bubble : Swiss-Dome : Spherical Houses in Spain]";;;;;"Bubble : Swiss-Dome : Kugelhäuser in Spanien";"";"";"";;;"Ingenieur: Heinz Isler; Architekt: Haus + Herd (Fritz Gerber); Bauherr: Pedro Martini Milla";"";"datiert 1980/1981";"";"";"17868";;
"2023-03-24T15:12:05+01:00";"112564";"17920";"92";"gta Aarchives";"gta Archives";"93";;;"Projekt";"Project";"Ecole Polytechnique Fédérale de Lausanne EPFL : Quartier Nord : Atelier 5 Lausanne-Dorigny (Teile von bewohnten Orten) [Ecole Polytechnique Fédérale de Lausanne EPFL : Quartier Nord : Atelier 5]";"Lausanne-Dorigny (parts of inhabited places) [Ecole Polytechnique Fédérale de Lausanne EPFL : North Quarter : Atelier 5]";;;;;"Ecole Polytechnique Fédérale de Lausanne EPFL : Quartier Nord : Atelier 5";"";"";"";;;"Ingenieur: Heinz Isler; Architekten: Atelier 5";"Objektort: Dorigny, Ecublens/VD";"Präqualifikation 1992; eingeladener Projektwettbewerb 1993: keine Auszeichnung";"";"";"17869";;
"2023-03-24T15:12:05+01:00";"112565";"17921";"92";"gta Aarchives";"gta Archives";"53
93";;;"Hierarchy ok!
Projekt";"Hierarchy ok!
Project";"Bauunternehmung W. Bösiger AG Langenthal (Politische Gemeinde) [Bauunternehmung W. Bösiger AG]";"Langenthal (Municipality) [Construction Company W. Bösiger AG]";;;;;"Bauunternehmung W. Bösiger AG";"";"";"";;;"Ingenieur: Heinz Isler";"Objektort: (Gaswerkstrasse 25 oder 70 ?) Langenthal/BE";"Vorprojekt vermutlich 1968";"";"";"17870";;
"2023-03-24T15:12:05+01:00";"112566";"17922";"92";"gta Aarchives";"gta Archives";"93";;;"Projekt";"Project";"Dual Phono GmbH : Isler-Schalen St. Georgen im Schwarzwald [Dual Phono GmbH : Isler-Schalen]";"St. Georgen im Schwarzwald [Dual Phono GmbH : Isler Shells]";;;;;"Dual Phono GmbH : Isler-Schalen";"";"";"";;;"Ingenieur: Heinz Isler; Bauherr: Dual Gebrüder Steidinger";"Objektort: St. Georgen im Schwarzwald";"Vorprojekt 1970";"";"";"17871";;
"2023-03-24T15:12:05+01:00";"112567";"17923";"92";"gta Aarchives";"gta Archives";"93";;;"Projekt";"Project";"Abwasserreinigungsanlage (Kläranlage) ARA Airolo : Überdachung Airolo (Politische Gemeinde) [Abwasserreinigungsanlage (Kläranlage) ARA Airolo : Überdachung]";"Airolo (Municipality) [Wastewater Treatment Plant (Sewage Treatment Plant) ARA Airolo: Canopy]";;;;;"Abwasserreinigungsanlage (Kläranlage) ARA Airolo : Überdachung";"";"";"";;;"Ingenieur: Heinz Isler";"Objektort: Airolo/TI";"Vorprojekt 1983";"";"";"17872";;
"2023-03-24T15:12:05+01:00";"112568";"17924";"92";"gta Aarchives";"gta Archives";"19
20
92
163";;;"Select Isler Project
Correspondance Boesigerliste
Gebautes Werk
OK";"Select Isler Project
Correspondance Boesigerliste
Built Work
OK";"Wollspinnerei Huttwil (heute Lana) : Fabrik Huttwil, Silostrasse [Wollspinnerei Huttwil]";"Huttwil, Silostrasse [Huttwil Wool Spinning Mill]";;;;;"Wollspinnerei Huttwil (heute Lana) : Fabrik";"";"1958";"1958";;;"Ingenieur: Heinz Isler (Buckelschalen), Weder & Prim (Langenthal: Projekt); Architekten: Lüscher und Clavadetscher (St. Gallen: Beratung); Bauherr(en): Wollspinnerei Huttwil";"Objektort: Silostrasse 12, Huttwil/BE";"ausgeführt >1958; Ersatz Oblicht 1967, Kranänderung 1985/1986";"";"";"17873";;
"2023-03-24T15:12:05+01:00";"112569";"17925";"92";"gta Aarchives";"gta Archives";"93";;;"Projekt";"Project";"Drogerie E. Wittwer : Neubau Madiswil, Melchnaustrasse (Straße) [Drogerie E. Wittwer : Neubau]";"Madiswil, Melchnaustrasse (roads) [Drugstore E. Wittwer : New Building]";;;;;"Drogerie E. Wittwer : Neubau";"";"";"";;;"Ingenieur: Heinz Isler; Architekt: Willi Bösiger; Bauherr: Erwin Wittwer";"Objektort: Melchnaustrasse 7, Madiswil/BE";"Projekt 1964";"";"";"17874";;
"2023-03-24T15:12:05+01:00";"112570";"17926";"92";"gta Aarchives";"gta Archives";"92
163";;;"Gebautes Werk
OK";"Built Work
OK";"Metzgerei Wälchli : Umbau Kirchberg, Schulweg (Straße) [Metzgerei Wälchli : Umbau]";"Kirchberg, Schulweg (roads) [Wälchli Butcher's Shop : Renovation]";;;;;"Metzgerei Wälchli : Umbau";"";"1968";"1968";;;"Ingenieur: Heinz Isler; beteiligt (Grundeigentümer): Erwin Neuenschwander (Ersigen); Bauherr(en): E. Wälchli";"Objektort: Schulweg, Kirchberg/BE";"ausgeführt 1968";"";"";"17875";;
"2023-03-24T15:12:05+01:00";"112571";"17927";"92";"gta Aarchives";"gta Archives";"93";;;"Projekt";"Project";"Gurtenbahn : Wendelrampe Parkhaus : Modellmessung Köniz, Dorfstrasse (Straße) [Gurtenbahn : Wendelrampe Parkhaus : Modellmessung]";"Köniz, Dorfstrasse (roads) [Gurtenbahn : Spiral Ramp Parking Garage : Model Measurement]";;;;;"Gurtenbahn : Wendelrampe Parkhaus : Modellmessung";"";"";"";;;"Ingenieur: Heinz Isler, (im Auftrag des Ingenieurbüros:) Stocker Buser & Schneider (Bern); Bauherr: Gurtenbahn Bern AG";"Objektort: Dorfstrasse/Wabern, Köniz/BE";"Modellmessung 1969";"";"";"17876";;
"2023-03-24T15:12:05+01:00";"112572";"17928";"92";"gta Aarchives";"gta Archives";"93";;;"Projekt";"Project";"Messungen und Computermodel von HIB-Schale [Messungen und Computermodel von HIB-Schale]";"[Measurements and Computer Models of a HIB Shell]";;;;;"Messungen und Computermodel von HIB-Schale";"";"";"";;;"Ingenieur: Heinz Isler";"";"undatiert";"";"";"17877";;
"2023-03-24T15:12:05+01:00";"112573";"17929";"92";"gta Aarchives";"gta Archives";"93";;;"Projekt";"Project";"Schiessanlage, Chänerech Chänerech (Tal) Kaltacker (Ortschaften) [Schiessanlage, Chänerech]";"Chänerech (valleys (landforms)) Kaltacker (localities) [Shooting Range, Chänerech]";;;;;"Schiessanlage, Chänerech";"";"";"";;;"Ingenieur: Heinz Isler";"Objektort: Chänerech/Kaltacker, Heimiswil/BE";"Anfrage 1977";"";"";"17878";;
"2023-03-24T15:12:05+01:00";"112574";"17930";"92";"gta Aarchives";"gta Archives";"93";;;"Projekt";"Project";"Fotoatelier Fehlmann Köniz (Politische Gemeinde) [Fotoatelier Fehlmann]";"Köniz (Municipality) [Photo Studio Fehlmann]";;;;;"Fotoatelier Fehlmann";"";"";"";;;"Ingenieur: Heinz Isler; Auftraggeber: Eugen Fehlmann";"Objektort: [Köniz/BE]";"Vorprojekt 1970";"";"";"17879";;
"2023-03-24T15:12:05+01:00";"112575";"17931";"92";"gta Aarchives";"gta Archives";"93";;;"Projekt";"Project";"Flugzeughallen Mittenwald (Marktgemeinde in Deutschland*) [Flugzeughallen]";"Mittenwald (market municipality of Germany) [Hangars]";;;;;"Flugzeughallen";"";"";"";;;"Ingenieur: Heinz Isler; Architekt (oder Bauherr): Gustav Epple Bauunternehmung (Stuttgart)";"Objektort: Mittenwald";"Anfrage 1968";"";"";"17880";;
"2023-03-24T15:12:05+01:00";"112576";"17932";"92";"gta Aarchives";"gta Archives";"19
20
53
92
163";;;"Select Isler Project
Correspondance Boesigerliste
Hierarchy ok!
Gebautes Werk
OK";"Select Isler Project
Correspondance Boesigerliste
Hierarchy ok!
Built Work
OK";"Metallbearbeitung Haba AG : Lagerhalle : Abbruch Uster, Sonnenbergstrasse (Straße) [Metallbearbeitung Haba AG]";"Uster, Sonnenbergstrasse (roads) [Metalworking Haba AG]";;;;;"Metallbearbeitung Haba AG : Lagerhalle : Abbruch";"";"1972";"1972";;;"Ingenieur: Heinz Isler; Bauherr(en): Metallbearbeitung Haba AG; beteiligt (Studienleitung): (Dr.) Tullio Frangi, (Prof.) Hans Hugi; Ausführung: Eidgenössische Materialprüfungs- und Forschungsanstalt EMPA";"Objektort: Sonnenbergstrasse, Uster/ZH";"ausgeführt 1972; abgebrochen 1980";"";"";"18487";;
"2023-03-24T15:12:05+01:00";"112577";"17933";"92";"gta Aarchives";"gta Archives";"92
163";;;"Gebautes Werk
OK";"Built Work
OK";"Einfamilienhaus Schweizer : Luftschutzraum Hasle bei Burgdorf (Politische Gemeinde) Oberburg (Politische Gemeinde) [Einfamilienhaus Schweizer: Luftschutzraum]";"Hasle bei Burgdorf (Municipality) Oberburg (Municipality) [Single-Family House Schweizer: Air Raid Shelter]";;;;;"Einfamilienhaus Schweizer : Luftschutzraum";"";"1974";"1974";;;"Ingenieur: Heinz Isler; Bauherr: Rudolf Schweizer; Architekten: W. Huggel + Scherrer (Burgdorf)";"Objektort: Hasle-Rüegsau/BE; (oder) Oberburg/BE";"ausgeführt 1974";"";"";"17882";;
"2023-03-24T15:12:05+01:00";"112578";"17934";"92";"gta Aarchives";"gta Archives";"93";;;"Projekt";"Project";"Hallenbauten mit Isler-Normschalen [Hallenbauten mit Isler-Normschalen]";"[Hall Buildings With Isler Standard Shells]";;;;;"Hallenbauten mit Isler-Normschalen";"";"";"";;;"Ingenieur: Heinz Isler";"";"undatiert [1960/1962]";"";"";"17883";;
"2023-03-24T15:12:05+01:00";"112579";"17935";"92";"gta Aarchives";"gta Archives";"53
93";;;"Hierarchy ok!
Projekt";"Hierarchy ok!
Project";"Autobahn-Werkhof Bern : Streuguthalle Bern (Kanton) [Autobahn-Werkhof Bern : Streuguthalle]";"Bern (Canton) [Highway Maintenance Depot Bern : Grit hall]";;;;;"Autobahn-Werkhof Bern : Streuguthalle";"";"";"";;;"Ingenieur: Heinz Isler; Architekt: Franz Trachsel, Fred Steiner; Mitarbeiter: Klaus Nussberger";"Objektort: (Schermenweg 15 ?) Bern";"Projekt 1965";"";"";"19071";;
"2023-03-24T15:12:05+01:00";"112580";"17936";"92";"gta Aarchives";"gta Archives";"93";;;"Projekt";"Project";"Roka Chemie AG : Industrie-Schalen Lyssach (Politische Gemeinde) [Roka Chemie AG : Industrie-Schalen]";"Lyssach (Municipality) [Roka Chemie AG : Industrial Bowls]";;;;;"Roka Chemie AG : Industrie-Schalen";"";"";"";;;"Ingenieur: Heinz Isler";"Objektort: Lyssach/BE";"Akquisition 1982";"";"";"17885";;
"2023-03-24T15:12:05+01:00";"112581";"17937";"92";"gta Aarchives";"gta Archives";"93";;;"Projekt";"Project";"Schwimmbad-Ueberdachung Schaffhausen (Kanton) [Schwimmbad-Ueberdachung]";"Schaffhausen (Canton) [Swimming Pool Roofing]";;;;;"Schwimmbad-Ueberdachung";"";"";"";;;"Ingenieur: Heinz Isler, Walter Kappeler";"Objektort: Schaffhausen";"Anfrage 1970";"";"";"17886";;
"2023-03-24T15:12:05+01:00";"112582";"17938";"92";"gta Aarchives";"gta Archives";"53
93";;;"Hierarchy ok!
Projekt";"Hierarchy ok!
Project";"Französisches Ministerium für Sport und Jugend : Piscine couvertes : Salles polyvalentes rurales sportives France (souveräner Staat) [Französisches Ministerium für Sport und Jugend : Piscine couvertes : Salles polyvalentes rurales sportives]";"France (sovereign state) [French Ministry of Sport and Youth : Piscine Couvertes : Salles Polyvalentes Rurales Sportives]";;;;;"Französisches Ministerium für Sport und Jugend : Piscine couvertes : Salles polyvalentes rurales sportives";"";"";"";;;"Ingenieur: Heinz Isler";"Objektort: Frankreich";"Vorprojekt 1977";"";"";"17887";;
"2023-03-24T15:12:05+01:00";"112583";"17939";"92";"gta Aarchives";"gta Archives";"19
20
53
92
163";;;"Select Isler Project
Correspondance Boesigerliste
Hierarchy ok!
Gebautes Werk
OK";"Select Isler Project
Correspondance Boesigerliste
Hierarchy ok!
Built Work
OK";"Alness Bau und Finanz AG : Erweiterung Nesslau-Krummenau, Untersteig (Straße) Krummenau [Alness Bau und Finanz AG: Erweiterung]";"Nesslau-Krummenau, Untersteig (roads) Krummenau [Alness Construction and Financing AG: Expansion]";;;;;"Alness Bau und Finanz AG : Erweiterung";"";"1986";"1986";;;"Ingenieur: Heinz Isler; Bauherr(en): Alness Bau und Finanz AG; Architekt: Wickli & Partner, Hans Rudolf Wickli (Nesslau)";"Objektort: Untersteig/Krummenau, Nesslau/SG";"ausgeführt 1986";"";"";"21458";;
"2023-03-24T15:12:05+01:00";"112584";"17940";"92";"gta Aarchives";"gta Archives";"93";;;"Projekt";"Project";"Blösch : Webereigebäude : Hallenkonstruktion Lustenau (Gemeinde in Österreich) [Blösch : Webereigebäude : Hallenkonstruktion]";"Lustenau (municipality of Austria) [Blösch : Weaving Mill Building : Hall Construction]";;;;;"Blösch : Webereigebäude : Hallenkonstruktion";"";"";"";;;"Ingenieur: Heinz Isler";"Objektort: Lustenau";"Anfrage 1962/1964";"";"";"17889";;
"2023-03-24T15:12:05+01:00";"112585";"17941";"92";"gta Aarchives";"gta Archives";"93";;;"Projekt";"Project";"Seelhofer : Halle in Engi Engi (Siedlung) [Seelhofer : Halle in Engi]";"Engi (inhabited places) [Seelhofer : Hall in Engi]";;;;;"Seelhofer : Halle in Engi";"";"";"";;;"Ingenieur: Heinz Isler";"Objektort: Engi/GL";"Vorprojekt 1992";"";"";"17890";;
"2023-03-24T15:12:05+01:00";"112586";"17942";"92";"gta Aarchives";"gta Archives";"93";;;"Projekt";"Project";"Sporthalle Mulhouse (Gemeinde in Frankreich) [Sporthalle]";"Mulhouse (commune of France) [Gym]";;;;;"Sporthalle";"";"";"";;;"Ingenieur: Heinz Isler; Architekt: M. H. Perrin";"Objektort: Mulhouse";"Vorprojekt 1999";"";"";"17891";;
"2023-03-24T15:12:05+01:00";"112587";"17943";"92";"gta Aarchives";"gta Archives";"93";;;"Projekt";"Project";"Garage Merz + Amez-Droz AG : Neubau Biel/Bienne (Politische Gemeinde) [Garage Merz + Amez-Droz AG : Neubau]";"Biel/Bienne (Municipality) [Garage Merz + Amez-Droz AG : New Building]";;;;;"Garage Merz + Amez-Droz AG : Neubau";"";"";"";;;"Ingenieur: Heinz Isler";"Objektort: (Salzhausstrasse 33 ?) Biel";"Vorprojekt 1970";"";"";"17892";;
